indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2013-12-06,AFKS,AFKS,AFKS,2.02,3
IMOEX,2013-12-06,AFLT,AFLT,AFLT,0.36,3
IMOEX,2013-12-06,ALRS,ALRS,ALRS,0.35,3
IMOEX,2013-12-06,BANE,BANE,BANE,0.63,3
IMOEX,2013-12-06,BANEP,BANEP,BANEP,0.75,3
IMOEX,2013-12-06,CHMF,CHMF,CHMF,0.78,3
IMOEX,2013-12-06,DIXY,DIXY,DIXY,0.25,3
IMOEX,2013-12-06,EONR,EONR,EONR,0.41,3
IMOEX,2013-12-06,FEES,FEES,FEES,0.33,3
IMOEX,2013-12-06,GAZP,GAZP,GAZP,14.85,3
IMOEX,2013-12-06,GMKN,GMKN,GMKN,3.54,3
IMOEX,2013-12-06,HYDR,HYDR,HYDR,0.89,3
IMOEX,2013-12-06,IRAO,IRAO,IRAO,0.25,3
IMOEX,2013-12-06,LKOH,LKOH,LKOH,13.56,3
IMOEX,2013-12-06,LSRG,LSRG,LSRG,0.28,3
IMOEX,2013-12-06,MAGN,MAGN,MAGN,0.18,3
IMOEX,2013-12-06,MFON,MFON,MFON,1.46,3
IMOEX,2013-12-06,MGNT,MGNT,MGNT,6.32,3
IMOEX,2013-12-06,MOEX,MOEX,MOEX,0.55,3
IMOEX,2013-12-06,MRKH,MRKH,MRKH,0.19,3
IMOEX,2013-12-06,MSNG,MSNG,MSNG,0.08,3
IMOEX,2013-12-06,MSRS,MSRS,MSRS,0.16,3
IMOEX,2013-12-06,MSTT,MSTT,MSTT,0.19,3
IMOEX,2013-12-06,MTLR,MTLR,MTLR,0.13,3
IMOEX,2013-12-06,MTLRP,MTLRP,MTLRP,0.06,3
IMOEX,2013-12-06,MTSS,MTSS,MTSS,4.73,3
IMOEX,2013-12-06,MVID,MVID,MVID,0.2,3
IMOEX,2013-12-06,NLMK,NLMK,NLMK,0.65,3
IMOEX,2013-12-06,NMTP,NMTP,NMTP,0.2,3
IMOEX,2013-12-06,NVTK,NVTK,NVTK,4.81,3
IMOEX,2013-12-06,PHOR,PHOR,PHOR,0.33,3
IMOEX,2013-12-06,PHST,PHST,PHST,0.22,3
IMOEX,2013-12-06,PIKK,PIKK,PIKK,0.25,3
IMOEX,2013-12-06,POLY,POLY,POLY,0.76,3
IMOEX,2013-12-06,ROSN,ROSN,ROSN,4.4,3
IMOEX,2013-12-06,RTKM,RTKM,RTKM,1.84,3
IMOEX,2013-12-06,RTKMP,RTKMP,RTKMP,0.23,3
IMOEX,2013-12-06,RUALR,RUALR,RUALR,0.23,3
IMOEX,2013-12-06,SBER,SBER,SBER,14.69,3
IMOEX,2013-12-06,SBERP,SBERP,SBERP,1.15,3
IMOEX,2013-12-06,SNGS,SNGS,SNGS,3.41,3
IMOEX,2013-12-06,SNGSP,SNGSP,SNGSP,1.84,3
IMOEX,2013-12-06,SVAV,SVAV,SVAV,0.13,3
IMOEX,2013-12-06,TATN,TATN,TATN,2.01,3
IMOEX,2013-12-06,TATNP,TATNP,TATNP,0.25,3
IMOEX,2013-12-06,TRMK,TRMK,TRMK,0.35,3
IMOEX,2013-12-06,TRNFP,TRNFP,TRNFP,1.92,3
IMOEX,2013-12-06,URKA,URKA,URKA,3.04,3
IMOEX,2013-12-06,VSMO,VSMO,VSMO,0.38,3
IMOEX,2013-12-06,VTBR,VTBR,VTBR,3.42,3
