indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2013-10-08,AFKS,AFKS,AFKS,1.73,3
IMOEX,2013-10-08,AFLT,AFLT,AFLT,0.28,3
IMOEX,2013-10-08,ALRS,ALRS,ALRS,0.35,3
IMOEX,2013-10-08,BANE,BANE,BANE,0.61,3
IMOEX,2013-10-08,BANEP,BANEP,BANEP,0.72,3
IMOEX,2013-10-08,CHMF,CHMF,CHMF,0.71,3
IMOEX,2013-10-08,DIXY,DIXY,DIXY,0.26,3
IMOEX,2013-10-08,EONR,EONR,EONR,0.38,3
IMOEX,2013-10-08,FEES,FEES,FEES,0.37,3
IMOEX,2013-10-08,GAZP,GAZP,GAZP,15.8,3
IMOEX,2013-10-08,GMKN,GMKN,GMKN,3.24,3
IMOEX,2013-10-08,HYDR,HYDR,HYDR,0.83,3
IMOEX,2013-10-08,IRAO,IRAO,IRAO,0.28,3
IMOEX,2013-10-08,LKOH,LKOH,LKOH,13.99,3
IMOEX,2013-10-08,LSRG,LSRG,LSRG,0.27,3
IMOEX,2013-10-08,MAGN,MAGN,MAGN,0.18,3
IMOEX,2013-10-08,MFON,MFON,MFON,1.62,3
IMOEX,2013-10-08,MGNT,MGNT,MGNT,6.08,3
IMOEX,2013-10-08,MOEX,MOEX,MOEX,0.56,3
IMOEX,2013-10-08,MRKH,MRKH,MRKH,0.22,3
IMOEX,2013-10-08,MSNG,MSNG,MSNG,0.09,3
IMOEX,2013-10-08,MSRS,MSRS,MSRS,0.15,3
IMOEX,2013-10-08,MSTT,MSTT,MSTT,0.19,3
IMOEX,2013-10-08,MTLR,MTLR,MTLR,0.21,3
IMOEX,2013-10-08,MTLRP,MTLRP,MTLRP,0.09,3
IMOEX,2013-10-08,MTSS,MTSS,MTSS,4.73,3
IMOEX,2013-10-08,MVID,MVID,MVID,0.18,3
IMOEX,2013-10-08,NLMK,NLMK,NLMK,0.64,3
IMOEX,2013-10-08,NMTP,NMTP,NMTP,0.24,3
IMOEX,2013-10-08,NVTK,NVTK,NVTK,4.57,3
IMOEX,2013-10-08,PHOR,PHOR,PHOR,0.33,3
IMOEX,2013-10-08,PHST,PHST,PHST,0.26,3
IMOEX,2013-10-08,PIKK,PIKK,PIKK,0.25,3
IMOEX,2013-10-08,POLY,POLY,POLY,0.88,3
IMOEX,2013-10-08,ROSN,ROSN,ROSN,4.75,3
IMOEX,2013-10-08,RTKM,RTKM,RTKM,1.77,3
IMOEX,2013-10-08,RTKMP,RTKMP,RTKMP,0.21,3
IMOEX,2013-10-08,RUALR,RUALR,RUALR,0.22,3
IMOEX,2013-10-08,SBER,SBER,SBER,14.46,3
IMOEX,2013-10-08,SBERP,SBERP,SBERP,1.06,3
IMOEX,2013-10-08,SNGS,SNGS,SNGS,3.49,3
IMOEX,2013-10-08,SNGSP,SNGSP,SNGSP,1.81,3
IMOEX,2013-10-08,SVAV,SVAV,SVAV,0.12,3
IMOEX,2013-10-08,TATN,TATN,TATN,2.12,3
IMOEX,2013-10-08,TATNP,TATNP,TATNP,0.24,3
IMOEX,2013-10-08,TRMK,TRMK,TRMK,0.32,3
IMOEX,2013-10-08,TRNFP,TRNFP,TRNFP,1.88,3
IMOEX,2013-10-08,URKA,URKA,URKA,2.97,3
IMOEX,2013-10-08,VSMO,VSMO,VSMO,0.27,3
IMOEX,2013-10-08,VTBR,VTBR,VTBR,3.03,3
