indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2013-09-10,AFKS,AFKS,AFKS,1.71,3
IMOEX,2013-09-10,AFLT,AFLT,AFLT,0.28,3
IMOEX,2013-09-10,AKRN,AKRN,AKRN,0.09,3
IMOEX,2013-09-10,ALRS,ALRS,ALRS,0.34,3
IMOEX,2013-09-10,BANE,BANE,BANE,0.67,3
IMOEX,2013-09-10,BANEP,BANEP,BANEP,0.73,3
IMOEX,2013-09-10,CHMF,CHMF,CHMF,0.81,3
IMOEX,2013-09-10,DIXY,DIXY,DIXY,0.25,3
IMOEX,2013-09-10,EONR,EONR,EONR,0.44,3
IMOEX,2013-09-10,FEES,FEES,FEES,0.43,3
IMOEX,2013-09-10,GAZP,GAZP,GAZP,16.86,3
IMOEX,2013-09-10,GMKN,GMKN,GMKN,3.51,3
IMOEX,2013-09-10,HYDR,HYDR,HYDR,0.92,3
IMOEX,2013-09-10,IRAO,IRAO,IRAO,0.34,3
IMOEX,2013-09-10,LKOH,LKOH,LKOH,13.91,3
IMOEX,2013-09-10,LSRG,LSRG,LSRG,0.3,3
IMOEX,2013-09-10,MAGN,MAGN,MAGN,0.2,3
IMOEX,2013-09-10,MGNT,MGNT,MGNT,5.68,3
IMOEX,2013-09-10,MOEX,MOEX,MOEX,0.6,3
IMOEX,2013-09-10,MRKH,MRKH,MRKH,0.23,3
IMOEX,2013-09-10,MSNG,MSNG,MSNG,0.1,3
IMOEX,2013-09-10,MSRS,MSRS,MSRS,0.16,3
IMOEX,2013-09-10,MSTT,MSTT,MSTT,0.19,3
IMOEX,2013-09-10,MTLR,MTLR,MTLR,0.25,3
IMOEX,2013-09-10,MTLRP,MTLRP,MTLRP,0.11,3
IMOEX,2013-09-10,MTSS,MTSS,MTSS,4.67,3
IMOEX,2013-09-10,MVID,MVID,MVID,0.2,3
IMOEX,2013-09-10,NLMK,NLMK,NLMK,0.74,3
IMOEX,2013-09-10,NMTP,NMTP,NMTP,0.32,3
IMOEX,2013-09-10,NVTK,NVTK,NVTK,4.87,3
IMOEX,2013-09-10,PHOR,PHOR,PHOR,0.18,3
IMOEX,2013-09-10,PHST,PHST,PHST,0.39,3
IMOEX,2013-09-10,PIKK,PIKK,PIKK,0.16,3
IMOEX,2013-09-10,RASP,RASP,RASP,0.06,3
IMOEX,2013-09-10,ROSN,ROSN,ROSN,5.06,3
IMOEX,2013-09-10,RTKM,RTKM,RTKM,2.09,3
IMOEX,2013-09-10,RTKMP,RTKMP,RTKMP,0.28,3
IMOEX,2013-09-10,RUALR,RUALR,RUALR,0.25,3
IMOEX,2013-09-10,SBER,SBER,SBER,12.67,3
IMOEX,2013-09-10,SBERP,SBERP,SBERP,0.96,3
IMOEX,2013-09-10,SNGS,SNGS,SNGS,3.46,3
IMOEX,2013-09-10,SNGSP,SNGSP,SNGSP,1.8,3
IMOEX,2013-09-10,SVAV,SVAV,SVAV,0.13,3
IMOEX,2013-09-10,TATN,TATN,TATN,2.39,3
IMOEX,2013-09-10,TATNP,TATNP,TATNP,0.25,3
IMOEX,2013-09-10,TRMK,TRMK,TRMK,0.34,3
IMOEX,2013-09-10,TRNFP,TRNFP,TRNFP,1.99,3
IMOEX,2013-09-10,URKA,URKA,URKA,3.81,3
IMOEX,2013-09-10,VSMO,VSMO,VSMO,0.3,3
IMOEX,2013-09-10,VTBR,VTBR,VTBR,3.47,3
