indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2013-10-04,AFKS,AFKS,AFKS,1.78,3
IMOEX,2013-10-04,AFLT,AFLT,AFLT,0.28,3
IMOEX,2013-10-04,ALRS,ALRS,ALRS,0.37,3
IMOEX,2013-10-04,BANE,BANE,BANE,0.62,3
IMOEX,2013-10-04,BANEP,BANEP,BANEP,0.73,3
IMOEX,2013-10-04,CHMF,CHMF,CHMF,0.71,3
IMOEX,2013-10-04,DIXY,DIXY,DIXY,0.27,3
IMOEX,2013-10-04,EONR,EONR,EONR,0.4,3
IMOEX,2013-10-04,FEES,FEES,FEES,0.37,3
IMOEX,2013-10-04,GAZP,GAZP,GAZP,15.38,3
IMOEX,2013-10-04,GMKN,GMKN,GMKN,3.27,3
IMOEX,2013-10-04,HYDR,HYDR,HYDR,0.83,3
IMOEX,2013-10-04,IRAO,IRAO,IRAO,0.29,3
IMOEX,2013-10-04,LKOH,LKOH,LKOH,13.9,3
IMOEX,2013-10-04,LSRG,LSRG,LSRG,0.27,3
IMOEX,2013-10-04,MAGN,MAGN,MAGN,0.18,3
IMOEX,2013-10-04,MFON,MFON,MFON,1.61,3
IMOEX,2013-10-04,MGNT,MGNT,MGNT,5.98,3
IMOEX,2013-10-04,MOEX,MOEX,MOEX,0.57,3
IMOEX,2013-10-04,MRKH,MRKH,MRKH,0.23,3
IMOEX,2013-10-04,MSNG,MSNG,MSNG,0.09,3
IMOEX,2013-10-04,MSRS,MSRS,MSRS,0.15,3
IMOEX,2013-10-04,MSTT,MSTT,MSTT,0.2,3
IMOEX,2013-10-04,MTLR,MTLR,MTLR,0.22,3
IMOEX,2013-10-04,MTLRP,MTLRP,MTLRP,0.09,3
IMOEX,2013-10-04,MTSS,MTSS,MTSS,4.8,3
IMOEX,2013-10-04,MVID,MVID,MVID,0.19,3
IMOEX,2013-10-04,NLMK,NLMK,NLMK,0.63,3
IMOEX,2013-10-04,NMTP,NMTP,NMTP,0.24,3
IMOEX,2013-10-04,NVTK,NVTK,NVTK,4.5,3
IMOEX,2013-10-04,PHOR,PHOR,PHOR,0.33,3
IMOEX,2013-10-04,PHST,PHST,PHST,0.26,3
IMOEX,2013-10-04,PIKK,PIKK,PIKK,0.26,3
IMOEX,2013-10-04,POLY,POLY,POLY,0.92,3
IMOEX,2013-10-04,ROSN,ROSN,ROSN,4.82,3
IMOEX,2013-10-04,RTKM,RTKM,RTKM,1.81,3
IMOEX,2013-10-04,RTKMP,RTKMP,RTKMP,0.22,3
IMOEX,2013-10-04,RUALR,RUALR,RUALR,0.23,3
IMOEX,2013-10-04,SBER,SBER,SBER,14.51,3
IMOEX,2013-10-04,SBERP,SBERP,SBERP,1.07,3
IMOEX,2013-10-04,SNGS,SNGS,SNGS,3.5,3
IMOEX,2013-10-04,SNGSP,SNGSP,SNGSP,1.85,3
IMOEX,2013-10-04,SVAV,SVAV,SVAV,0.12,3
IMOEX,2013-10-04,TATN,TATN,TATN,2.13,3
IMOEX,2013-10-04,TATNP,TATNP,TATNP,0.24,3
IMOEX,2013-10-04,TRMK,TRMK,TRMK,0.32,3
IMOEX,2013-10-04,TRNFP,TRNFP,TRNFP,1.88,3
IMOEX,2013-10-04,URKA,URKA,URKA,3.02,3
IMOEX,2013-10-04,VSMO,VSMO,VSMO,0.28,3
IMOEX,2013-10-04,VTBR,VTBR,VTBR,3.09,3
