indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2013-10-14,AFKS,AFKS,AFKS,1.74,3
IMOEX,2013-10-14,AFLT,AFLT,AFLT,0.28,3
IMOEX,2013-10-14,ALRS,ALRS,ALRS,0.33,3
IMOEX,2013-10-14,BANE,BANE,BANE,0.61,3
IMOEX,2013-10-14,BANEP,BANEP,BANEP,0.74,3
IMOEX,2013-10-14,CHMF,CHMF,CHMF,0.71,3
IMOEX,2013-10-14,DIXY,DIXY,DIXY,0.25,3
IMOEX,2013-10-14,EONR,EONR,EONR,0.41,3
IMOEX,2013-10-14,FEES,FEES,FEES,0.37,3
IMOEX,2013-10-14,GAZP,GAZP,GAZP,15.83,3
IMOEX,2013-10-14,GMKN,GMKN,GMKN,3.26,3
IMOEX,2013-10-14,HYDR,HYDR,HYDR,0.85,3
IMOEX,2013-10-14,IRAO,IRAO,IRAO,0.27,3
IMOEX,2013-10-14,LKOH,LKOH,LKOH,13.91,3
IMOEX,2013-10-14,LSRG,LSRG,LSRG,0.28,3
IMOEX,2013-10-14,MAGN,MAGN,MAGN,0.18,3
IMOEX,2013-10-14,MFON,MFON,MFON,1.58,3
IMOEX,2013-10-14,MGNT,MGNT,MGNT,5.81,3
IMOEX,2013-10-14,MOEX,MOEX,MOEX,0.57,3
IMOEX,2013-10-14,MRKH,MRKH,MRKH,0.21,3
IMOEX,2013-10-14,MSNG,MSNG,MSNG,0.08,3
IMOEX,2013-10-14,MSRS,MSRS,MSRS,0.15,3
IMOEX,2013-10-14,MSTT,MSTT,MSTT,0.19,3
IMOEX,2013-10-14,MTLR,MTLR,MTLR,0.22,3
IMOEX,2013-10-14,MTLRP,MTLRP,MTLRP,0.09,3
IMOEX,2013-10-14,MTSS,MTSS,MTSS,4.81,3
IMOEX,2013-10-14,MVID,MVID,MVID,0.18,3
IMOEX,2013-10-14,NLMK,NLMK,NLMK,0.64,3
IMOEX,2013-10-14,NMTP,NMTP,NMTP,0.22,3
IMOEX,2013-10-14,NVTK,NVTK,NVTK,4.62,3
IMOEX,2013-10-14,PHOR,PHOR,PHOR,0.35,3
IMOEX,2013-10-14,PHST,PHST,PHST,0.26,3
IMOEX,2013-10-14,PIKK,PIKK,PIKK,0.25,3
IMOEX,2013-10-14,POLY,POLY,POLY,0.85,3
IMOEX,2013-10-14,ROSN,ROSN,ROSN,4.75,3
IMOEX,2013-10-14,RTKM,RTKM,RTKM,1.74,3
IMOEX,2013-10-14,RTKMP,RTKMP,RTKMP,0.21,3
IMOEX,2013-10-14,RUALR,RUALR,RUALR,0.21,3
IMOEX,2013-10-14,SBER,SBER,SBER,14.52,3
IMOEX,2013-10-14,SBERP,SBERP,SBERP,1.07,3
IMOEX,2013-10-14,SNGS,SNGS,SNGS,3.53,3
IMOEX,2013-10-14,SNGSP,SNGSP,SNGSP,1.89,3
IMOEX,2013-10-14,SVAV,SVAV,SVAV,0.12,3
IMOEX,2013-10-14,TATN,TATN,TATN,2.15,3
IMOEX,2013-10-14,TATNP,TATNP,TATNP,0.24,3
IMOEX,2013-10-14,TRMK,TRMK,TRMK,0.31,3
IMOEX,2013-10-14,TRNFP,TRNFP,TRNFP,1.87,3
IMOEX,2013-10-14,URKA,URKA,URKA,2.91,3
IMOEX,2013-10-14,VSMO,VSMO,VSMO,0.28,3
IMOEX,2013-10-14,VTBR,VTBR,VTBR,3.11,3
