indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2013-11-19,AFKS,AFKS,AFKS,1.91,3
IMOEX,2013-11-19,AFLT,AFLT,AFLT,0.29,3
IMOEX,2013-11-19,ALRS,ALRS,ALRS,0.33,3
IMOEX,2013-11-19,BANE,BANE,BANE,0.61,3
IMOEX,2013-11-19,BANEP,BANEP,BANEP,0.71,3
IMOEX,2013-11-19,CHMF,CHMF,CHMF,0.74,3
IMOEX,2013-11-19,DIXY,DIXY,DIXY,0.25,3
IMOEX,2013-11-19,EONR,EONR,EONR,0.39,3
IMOEX,2013-11-19,FEES,FEES,FEES,0.3,3
IMOEX,2013-11-19,GAZP,GAZP,GAZP,15.42,3
IMOEX,2013-11-19,GMKN,GMKN,GMKN,3.26,3
IMOEX,2013-11-19,HYDR,HYDR,HYDR,0.85,3
IMOEX,2013-11-19,IRAO,IRAO,IRAO,0.21,3
IMOEX,2013-11-19,LKOH,LKOH,LKOH,13.77,3
IMOEX,2013-11-19,LSRG,LSRG,LSRG,0.27,3
IMOEX,2013-11-19,MAGN,MAGN,MAGN,0.17,3
IMOEX,2013-11-19,MFON,MFON,MFON,1.46,3
IMOEX,2013-11-19,MGNT,MGNT,MGNT,6.11,3
IMOEX,2013-11-19,MOEX,MOEX,MOEX,0.55,3
IMOEX,2013-11-19,MRKH,MRKH,MRKH,0.17,3
IMOEX,2013-11-19,MSNG,MSNG,MSNG,0.07,3
IMOEX,2013-11-19,MSRS,MSRS,MSRS,0.15,3
IMOEX,2013-11-19,MSTT,MSTT,MSTT,0.19,3
IMOEX,2013-11-19,MTLR,MTLR,MTLR,0.15,3
IMOEX,2013-11-19,MTLRP,MTLRP,MTLRP,0.07,3
IMOEX,2013-11-19,MTSS,MTSS,MTSS,4.7,3
IMOEX,2013-11-19,MVID,MVID,MVID,0.18,3
IMOEX,2013-11-19,NLMK,NLMK,NLMK,0.62,3
IMOEX,2013-11-19,NMTP,NMTP,NMTP,0.23,3
IMOEX,2013-11-19,NVTK,NVTK,NVTK,4.7,3
IMOEX,2013-11-19,PHOR,PHOR,PHOR,0.33,3
IMOEX,2013-11-19,PHST,PHST,PHST,0.23,3
IMOEX,2013-11-19,PIKK,PIKK,PIKK,0.24,3
IMOEX,2013-11-19,POLY,POLY,POLY,0.82,3
IMOEX,2013-11-19,ROSN,ROSN,ROSN,4.39,3
IMOEX,2013-11-19,RTKM,RTKM,RTKM,1.94,3
IMOEX,2013-11-19,RTKMP,RTKMP,RTKMP,0.23,3
IMOEX,2013-11-19,RUALR,RUALR,RUALR,0.21,3
IMOEX,2013-11-19,SBER,SBER,SBER,14.97,3
IMOEX,2013-11-19,SBERP,SBERP,SBERP,1.15,3
IMOEX,2013-11-19,SNGS,SNGS,SNGS,3.47,3
IMOEX,2013-11-19,SNGSP,SNGSP,SNGSP,1.85,3
IMOEX,2013-11-19,SVAV,SVAV,SVAV,0.12,3
IMOEX,2013-11-19,TATN,TATN,TATN,2.08,3
IMOEX,2013-11-19,TATNP,TATNP,TATNP,0.25,3
IMOEX,2013-11-19,TRMK,TRMK,TRMK,0.34,3
IMOEX,2013-11-19,TRNFP,TRNFP,TRNFP,1.81,3
IMOEX,2013-11-19,URKA,URKA,URKA,3.05,3
IMOEX,2013-11-19,VSMO,VSMO,VSMO,0.35,3
IMOEX,2013-11-19,VTBR,VTBR,VTBR,3.28,3
