indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2013-09-04,AFKS,AFKS,AFKS,1.73,3
IMOEX,2013-09-04,AFLT,AFLT,AFLT,0.28,3
IMOEX,2013-09-04,AKRN,AKRN,AKRN,0.09,3
IMOEX,2013-09-04,ALRS,ALRS,ALRS,0.36,3
IMOEX,2013-09-04,BANE,BANE,BANE,0.71,3
IMOEX,2013-09-04,BANEP,BANEP,BANEP,0.76,3
IMOEX,2013-09-04,CHMF,CHMF,CHMF,0.8,3
IMOEX,2013-09-04,DIXY,DIXY,DIXY,0.29,3
IMOEX,2013-09-04,EONR,EONR,EONR,0.46,3
IMOEX,2013-09-04,FEES,FEES,FEES,0.45,3
IMOEX,2013-09-04,GAZP,GAZP,GAZP,16.07,3
IMOEX,2013-09-04,GMKN,GMKN,GMKN,3.48,3
IMOEX,2013-09-04,HYDR,HYDR,HYDR,0.95,3
IMOEX,2013-09-04,IRAO,IRAO,IRAO,0.35,3
IMOEX,2013-09-04,LKOH,LKOH,LKOH,14.17,3
IMOEX,2013-09-04,LSRG,LSRG,LSRG,0.31,3
IMOEX,2013-09-04,MAGN,MAGN,MAGN,0.2,3
IMOEX,2013-09-04,MGNT,MGNT,MGNT,5.82,3
IMOEX,2013-09-04,MOEX,MOEX,MOEX,0.6,3
IMOEX,2013-09-04,MRKH,MRKH,MRKH,0.24,3
IMOEX,2013-09-04,MSNG,MSNG,MSNG,0.11,3
IMOEX,2013-09-04,MSRS,MSRS,MSRS,0.16,3
IMOEX,2013-09-04,MSTT,MSTT,MSTT,0.19,3
IMOEX,2013-09-04,MTLR,MTLR,MTLR,0.23,3
IMOEX,2013-09-04,MTLRP,MTLRP,MTLRP,0.11,3
IMOEX,2013-09-04,MTSS,MTSS,MTSS,4.67,3
IMOEX,2013-09-04,MVID,MVID,MVID,0.21,3
IMOEX,2013-09-04,NLMK,NLMK,NLMK,0.73,3
IMOEX,2013-09-04,NMTP,NMTP,NMTP,0.32,3
IMOEX,2013-09-04,NVTK,NVTK,NVTK,4.99,3
IMOEX,2013-09-04,PHOR,PHOR,PHOR,0.19,3
IMOEX,2013-09-04,PHST,PHST,PHST,0.42,3
IMOEX,2013-09-04,PIKK,PIKK,PIKK,0.17,3
IMOEX,2013-09-04,RASP,RASP,RASP,0.06,3
IMOEX,2013-09-04,ROSN,ROSN,ROSN,5.16,3
IMOEX,2013-09-04,RTKM,RTKM,RTKM,2.09,3
IMOEX,2013-09-04,RTKMP,RTKMP,RTKMP,0.29,3
IMOEX,2013-09-04,RUALR,RUALR,RUALR,0.25,3
IMOEX,2013-09-04,SBER,SBER,SBER,12.52,3
IMOEX,2013-09-04,SBERP,SBERP,SBERP,0.94,3
IMOEX,2013-09-04,SNGS,SNGS,SNGS,3.58,3
IMOEX,2013-09-04,SNGSP,SNGSP,SNGSP,1.91,3
IMOEX,2013-09-04,SVAV,SVAV,SVAV,0.12,3
IMOEX,2013-09-04,TATN,TATN,TATN,2.36,3
IMOEX,2013-09-04,TATNP,TATNP,TATNP,0.25,3
IMOEX,2013-09-04,TRMK,TRMK,TRMK,0.35,3
IMOEX,2013-09-04,TRNFP,TRNFP,TRNFP,2.0,3
IMOEX,2013-09-04,URKA,URKA,URKA,3.49,3
IMOEX,2013-09-04,VSMO,VSMO,VSMO,0.31,3
IMOEX,2013-09-04,VTBR,VTBR,VTBR,3.69,3
