indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2013-10-01,AFKS,AFKS,AFKS,1.72,3
IMOEX,2013-10-01,AFLT,AFLT,AFLT,0.28,3
IMOEX,2013-10-01,ALRS,ALRS,ALRS,0.35,3
IMOEX,2013-10-01,BANE,BANE,BANE,0.63,3
IMOEX,2013-10-01,BANEP,BANEP,BANEP,0.72,3
IMOEX,2013-10-01,CHMF,CHMF,CHMF,0.72,3
IMOEX,2013-10-01,DIXY,DIXY,DIXY,0.26,3
IMOEX,2013-10-01,EONR,EONR,EONR,0.41,3
IMOEX,2013-10-01,FEES,FEES,FEES,0.38,3
IMOEX,2013-10-01,GAZP,GAZP,GAZP,15.5,3
IMOEX,2013-10-01,GMKN,GMKN,GMKN,3.27,3
IMOEX,2013-10-01,HYDR,HYDR,HYDR,0.84,3
IMOEX,2013-10-01,IRAO,IRAO,IRAO,0.3,3
IMOEX,2013-10-01,LKOH,LKOH,LKOH,13.86,3
IMOEX,2013-10-01,LSRG,LSRG,LSRG,0.28,3
IMOEX,2013-10-01,MAGN,MAGN,MAGN,0.18,3
IMOEX,2013-10-01,MFON,MFON,MFON,1.56,3
IMOEX,2013-10-01,MGNT,MGNT,MGNT,5.9,3
IMOEX,2013-10-01,MOEX,MOEX,MOEX,0.56,3
IMOEX,2013-10-01,MRKH,MRKH,MRKH,0.24,3
IMOEX,2013-10-01,MSNG,MSNG,MSNG,0.09,3
IMOEX,2013-10-01,MSRS,MSRS,MSRS,0.15,3
IMOEX,2013-10-01,MSTT,MSTT,MSTT,0.2,3
IMOEX,2013-10-01,MTLR,MTLR,MTLR,0.22,3
IMOEX,2013-10-01,MTLRP,MTLRP,MTLRP,0.1,3
IMOEX,2013-10-01,MTSS,MTSS,MTSS,4.81,3
IMOEX,2013-10-01,MVID,MVID,MVID,0.18,3
IMOEX,2013-10-01,NLMK,NLMK,NLMK,0.64,3
IMOEX,2013-10-01,NMTP,NMTP,NMTP,0.24,3
IMOEX,2013-10-01,NVTK,NVTK,NVTK,4.54,3
IMOEX,2013-10-01,PHOR,PHOR,PHOR,0.34,3
IMOEX,2013-10-01,PHST,PHST,PHST,0.25,3
IMOEX,2013-10-01,PIKK,PIKK,PIKK,0.26,3
IMOEX,2013-10-01,POLY,POLY,POLY,0.97,3
IMOEX,2013-10-01,ROSN,ROSN,ROSN,4.85,3
IMOEX,2013-10-01,RTKM,RTKM,RTKM,1.77,3
IMOEX,2013-10-01,RTKMP,RTKMP,RTKMP,0.22,3
IMOEX,2013-10-01,RUALR,RUALR,RUALR,0.22,3
IMOEX,2013-10-01,SBER,SBER,SBER,14.36,3
IMOEX,2013-10-01,SBERP,SBERP,SBERP,1.07,3
IMOEX,2013-10-01,SNGS,SNGS,SNGS,3.53,3
IMOEX,2013-10-01,SNGSP,SNGSP,SNGSP,1.85,3
IMOEX,2013-10-01,SVAV,SVAV,SVAV,0.12,3
IMOEX,2013-10-01,TATN,TATN,TATN,2.15,3
IMOEX,2013-10-01,TATNP,TATNP,TATNP,0.24,3
IMOEX,2013-10-01,TRMK,TRMK,TRMK,0.32,3
IMOEX,2013-10-01,TRNFP,TRNFP,TRNFP,1.9,3
IMOEX,2013-10-01,URKA,URKA,URKA,3.03,3
IMOEX,2013-10-01,VSMO,VSMO,VSMO,0.28,3
IMOEX,2013-10-01,VTBR,VTBR,VTBR,3.16,3
