indexid,tradedate,ticker,shortnames,secids,waprice,issue_size_total,cap_total,ff_factor,w_factor,issue_size_index,cap_index,weight,value,num_trades,volatility,factora,factorb,influence,determinat,currencyid,tradingsession
IMOEX,2014-01-20,AFKS,AFKS,AFKS,45.1,9650000000,435215000000.0,0.36,1.0,3474000000,156677400000.0,2.32,96906837.5,908,0.0144,0.0038,0.5936,-0.02,0.128,RUB,3
IMOEX,2014-01-20,AFLT,AFLT,AFLT,85.46,1110616299,94913268912.54,0.32,1.0,355397216,30372246052.01,0.45,293805434.0,3670,0.0226,0.0084,0.7855,0.01,0.0916,RUB,3
IMOEX,2014-01-20,ALRS,ALRS,ALRS,32.77,7364965630,241349923695.1,0.23,1.0,1693942095,55510482449.87,0.82,107985027.6,1236,0.0159,-0.0018,0.9772,0.02,0.2874,RUB,3
IMOEX,2014-01-20,BANE,BANE,BANE,2155.0,188710587,406671314985.0,0.12,1.0,22645270,48800557798.2,0.72,146187984.8,781,0.016,0.0039,1.0026,-0.01,0.2964,RUB,3
IMOEX,2014-01-20,BANEP,BANEP,BANEP,1463.9,38673878,56614690004.2,1.0,1.0,38673878,56614690004.2,0.84,55506555.0,1036,0.0154,0.0034,0.8735,0.01,0.2435,RUB,3
IMOEX,2014-01-20,BSPB,BSPB,BSPB,42.27,439554000,18579947580.0,0.41,1.0,180217140,7617778507.8,0.11,1460138.1,354,0.0171,-0.0019,0.732,0.0,0.1389,RUB,3
IMOEX,2014-01-20,CHMF,CHMF,CHMF,305.5,837718660,255923050630.0,0.21,1.0,175920919,53743840632.3,0.8,256799692.0,2985,0.0187,0.0018,1.5081,0.0,0.4948,RUB,3
IMOEX,2014-01-20,DIXY,DIXY,DIXY,390.34,124750000,48694915000.0,0.33,1.0,41167500,16069321950.0,0.24,12777888.5,563,0.0132,-0.0016,0.5974,0.0,0.1551,RUB,3
IMOEX,2014-01-20,EONR,EONR,EONR,2.48,63048706145,156360791239.6,0.18,1.0,11348767106,28144942423.13,0.42,28554055.9,671,0.0116,0.0002,0.3442,0.0,0.0665,RUB,3
IMOEX,2014-01-20,FEES,FEES,FEES,0.0917,1267141015996,116196831166.83,0.21,1.0,266099613359,24401334545.03,0.36,229502245.3,6955,0.0281,-0.0002,1.3508,0.0,0.175,RUB,3
