indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2013-10-11,AFKS,AFKS,AFKS,1.74,3
IMOEX,2013-10-11,AFLT,AFLT,AFLT,0.28,3
IMOEX,2013-10-11,ALRS,ALRS,ALRS,0.32,3
IMOEX,2013-10-11,BANE,BANE,BANE,0.61,3
IMOEX,2013-10-11,BANEP,BANEP,BANEP,0.73,3
IMOEX,2013-10-11,CHMF,CHMF,CHMF,0.71,3
IMOEX,2013-10-11,DIXY,DIXY,DIXY,0.25,3
IMOEX,2013-10-11,EONR,EONR,EONR,0.41,3
IMOEX,2013-10-11,FEES,FEES,FEES,0.36,3
IMOEX,2013-10-11,GAZP,GAZP,GAZP,15.85,3
IMOEX,2013-10-11,GMKN,GMKN,GMKN,3.23,3
IMOEX,2013-10-11,HYDR,HYDR,HYDR,0.84,3
IMOEX,2013-10-11,IRAO,IRAO,IRAO,0.27,3
IMOEX,2013-10-11,LKOH,LKOH,LKOH,13.96,3
IMOEX,2013-10-11,LSRG,LSRG,LSRG,0.27,3
IMOEX,2013-10-11,MAGN,MAGN,MAGN,0.18,3
IMOEX,2013-10-11,MFON,MFON,MFON,1.56,3
IMOEX,2013-10-11,MGNT,MGNT,MGNT,5.93,3
IMOEX,2013-10-11,MOEX,MOEX,MOEX,0.56,3
IMOEX,2013-10-11,MRKH,MRKH,MRKH,0.21,3
IMOEX,2013-10-11,MSNG,MSNG,MSNG,0.09,3
IMOEX,2013-10-11,MSRS,MSRS,MSRS,0.15,3
IMOEX,2013-10-11,MSTT,MSTT,MSTT,0.19,3
IMOEX,2013-10-11,MTLR,MTLR,MTLR,0.21,3
IMOEX,2013-10-11,MTLRP,MTLRP,MTLRP,0.09,3
IMOEX,2013-10-11,MTSS,MTSS,MTSS,4.79,3
IMOEX,2013-10-11,MVID,MVID,MVID,0.18,3
IMOEX,2013-10-11,NLMK,NLMK,NLMK,0.64,3
IMOEX,2013-10-11,NMTP,NMTP,NMTP,0.23,3
IMOEX,2013-10-11,NVTK,NVTK,NVTK,4.69,3
IMOEX,2013-10-11,PHOR,PHOR,PHOR,0.34,3
IMOEX,2013-10-11,PHST,PHST,PHST,0.26,3
IMOEX,2013-10-11,PIKK,PIKK,PIKK,0.25,3
IMOEX,2013-10-11,POLY,POLY,POLY,0.83,3
IMOEX,2013-10-11,ROSN,ROSN,ROSN,4.75,3
IMOEX,2013-10-11,RTKM,RTKM,RTKM,1.75,3
IMOEX,2013-10-11,RTKMP,RTKMP,RTKMP,0.21,3
IMOEX,2013-10-11,RUALR,RUALR,RUALR,0.21,3
IMOEX,2013-10-11,SBER,SBER,SBER,14.49,3
IMOEX,2013-10-11,SBERP,SBERP,SBERP,1.07,3
IMOEX,2013-10-11,SNGS,SNGS,SNGS,3.52,3
IMOEX,2013-10-11,SNGSP,SNGSP,SNGSP,1.86,3
IMOEX,2013-10-11,SVAV,SVAV,SVAV,0.12,3
IMOEX,2013-10-11,TATN,TATN,TATN,2.14,3
IMOEX,2013-10-11,TATNP,TATNP,TATNP,0.24,3
IMOEX,2013-10-11,TRMK,TRMK,TRMK,0.31,3
IMOEX,2013-10-11,TRNFP,TRNFP,TRNFP,1.87,3
IMOEX,2013-10-11,URKA,URKA,URKA,2.91,3
IMOEX,2013-10-11,VSMO,VSMO,VSMO,0.28,3
IMOEX,2013-10-11,VTBR,VTBR,VTBR,3.06,3
