indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2013-11-15,AFKS,AFKS,AFKS,1.92,3
IMOEX,2013-11-15,AFLT,AFLT,AFLT,0.3,3
IMOEX,2013-11-15,ALRS,ALRS,ALRS,0.33,3
IMOEX,2013-11-15,BANE,BANE,BANE,0.61,3
IMOEX,2013-11-15,BANEP,BANEP,BANEP,0.69,3
IMOEX,2013-11-15,CHMF,CHMF,CHMF,0.7,3
IMOEX,2013-11-15,DIXY,DIXY,DIXY,0.24,3
IMOEX,2013-11-15,EONR,EONR,EONR,0.39,3
IMOEX,2013-11-15,FEES,FEES,FEES,0.31,3
IMOEX,2013-11-15,GAZP,GAZP,GAZP,15.42,3
IMOEX,2013-11-15,GMKN,GMKN,GMKN,3.23,3
IMOEX,2013-11-15,HYDR,HYDR,HYDR,0.86,3
IMOEX,2013-11-15,IRAO,IRAO,IRAO,0.22,3
IMOEX,2013-11-15,LKOH,LKOH,LKOH,13.82,3
IMOEX,2013-11-15,LSRG,LSRG,LSRG,0.27,3
IMOEX,2013-11-15,MAGN,MAGN,MAGN,0.17,3
IMOEX,2013-11-15,MFON,MFON,MFON,1.48,3
IMOEX,2013-11-15,MGNT,MGNT,MGNT,6.13,3
IMOEX,2013-11-15,MOEX,MOEX,MOEX,0.55,3
IMOEX,2013-11-15,MRKH,MRKH,MRKH,0.18,3
IMOEX,2013-11-15,MSNG,MSNG,MSNG,0.07,3
IMOEX,2013-11-15,MSRS,MSRS,MSRS,0.15,3
IMOEX,2013-11-15,MSTT,MSTT,MSTT,0.2,3
IMOEX,2013-11-15,MTLR,MTLR,MTLR,0.15,3
IMOEX,2013-11-15,MTLRP,MTLRP,MTLRP,0.07,3
IMOEX,2013-11-15,MTSS,MTSS,MTSS,4.71,3
IMOEX,2013-11-15,MVID,MVID,MVID,0.18,3
IMOEX,2013-11-15,NLMK,NLMK,NLMK,0.61,3
IMOEX,2013-11-15,NMTP,NMTP,NMTP,0.23,3
IMOEX,2013-11-15,NVTK,NVTK,NVTK,4.82,3
IMOEX,2013-11-15,PHOR,PHOR,PHOR,0.33,3
IMOEX,2013-11-15,PHST,PHST,PHST,0.23,3
IMOEX,2013-11-15,PIKK,PIKK,PIKK,0.25,3
IMOEX,2013-11-15,POLY,POLY,POLY,0.82,3
IMOEX,2013-11-15,ROSN,ROSN,ROSN,4.43,3
IMOEX,2013-11-15,RTKM,RTKM,RTKM,1.96,3
IMOEX,2013-11-15,RTKMP,RTKMP,RTKMP,0.24,3
IMOEX,2013-11-15,RUALR,RUALR,RUALR,0.21,3
IMOEX,2013-11-15,SBER,SBER,SBER,14.79,3
IMOEX,2013-11-15,SBERP,SBERP,SBERP,1.14,3
IMOEX,2013-11-15,SNGS,SNGS,SNGS,3.46,3
IMOEX,2013-11-15,SNGSP,SNGSP,SNGSP,1.84,3
IMOEX,2013-11-15,SVAV,SVAV,SVAV,0.12,3
IMOEX,2013-11-15,TATN,TATN,TATN,2.07,3
IMOEX,2013-11-15,TATNP,TATNP,TATNP,0.24,3
IMOEX,2013-11-15,TRMK,TRMK,TRMK,0.34,3
IMOEX,2013-11-15,TRNFP,TRNFP,TRNFP,1.83,3
IMOEX,2013-11-15,URKA,URKA,URKA,3.08,3
IMOEX,2013-11-15,VSMO,VSMO,VSMO,0.34,3
IMOEX,2013-11-15,VTBR,VTBR,VTBR,3.24,3
