indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2013-12-18,AFKS,AFKS,AFKS,2.3,3
IMOEX,2013-12-18,AFLT,AFLT,AFLT,0.41,3
IMOEX,2013-12-18,ALRS,ALRS,ALRS,0.86,3
IMOEX,2013-12-18,BANE,BANE,BANE,0.68,3
IMOEX,2013-12-18,BANEP,BANEP,BANEP,0.82,3
IMOEX,2013-12-18,BSPB,BSPB,BSPB,0.12,3
IMOEX,2013-12-18,CHMF,CHMF,CHMF,0.8,3
IMOEX,2013-12-18,DIXY,DIXY,DIXY,0.25,3
IMOEX,2013-12-18,EONR,EONR,EONR,0.39,3
IMOEX,2013-12-18,FEES,FEES,FEES,0.33,3
IMOEX,2013-12-18,GAZP,GAZP,GAZP,14.56,3
IMOEX,2013-12-18,GMKN,GMKN,GMKN,3.71,3
IMOEX,2013-12-18,HYDR,HYDR,HYDR,0.91,3
IMOEX,2013-12-18,IRAO,IRAO,IRAO,0.27,3
IMOEX,2013-12-18,KMAZ,KMAZ,KMAZ,0.08,3
IMOEX,2013-12-18,LKOH,LKOH,LKOH,13.23,3
IMOEX,2013-12-18,LSRG,LSRG,LSRG,0.3,3
IMOEX,2013-12-18,MAGN,MAGN,MAGN,0.17,3
IMOEX,2013-12-18,MFON,MFON,MFON,1.58,3
IMOEX,2013-12-18,MGNT,MGNT,MGNT,6.36,3
IMOEX,2013-12-18,MOEX,MOEX,MOEX,0.83,3
IMOEX,2013-12-18,MRKH,MRKH,MRKH,0.24,3
IMOEX,2013-12-18,MSRS,MSRS,MSRS,0.12,3
IMOEX,2013-12-18,MSTT,MSTT,MSTT,0.22,3
IMOEX,2013-12-18,MTLR,MTLR,MTLR,0.14,3
IMOEX,2013-12-18,MTLRP,MTLRP,MTLRP,0.04,3
IMOEX,2013-12-18,MTSS,MTSS,MTSS,4.81,3
IMOEX,2013-12-18,MVID,MVID,MVID,0.2,3
IMOEX,2013-12-18,NLMK,NLMK,NLMK,0.68,3
IMOEX,2013-12-18,NMTP,NMTP,NMTP,0.12,3
IMOEX,2013-12-18,NVTK,NVTK,NVTK,4.9,3
IMOEX,2013-12-18,PHOR,PHOR,PHOR,0.35,3
IMOEX,2013-12-18,PIKK,PIKK,PIKK,0.29,3
IMOEX,2013-12-18,POLY,POLY,POLY,0.81,3
IMOEX,2013-12-18,ROSN,ROSN,ROSN,4.57,3
IMOEX,2013-12-18,RTKM,RTKM,RTKM,1.37,3
IMOEX,2013-12-18,RTKMP,RTKMP,RTKMP,0.19,3
IMOEX,2013-12-18,RUALR,RUALR,RUALR,0.24,3
IMOEX,2013-12-18,SBER,SBER,SBER,13.46,3
IMOEX,2013-12-18,SBERP,SBERP,SBERP,1.03,3
IMOEX,2013-12-18,SNGS,SNGS,SNGS,3.41,3
IMOEX,2013-12-18,SNGSP,SNGSP,SNGSP,1.92,3
IMOEX,2013-12-18,SVAV,SVAV,SVAV,0.15,3
IMOEX,2013-12-18,TATN,TATN,TATN,2.12,3
IMOEX,2013-12-18,TATNP,TATNP,TATNP,0.26,3
IMOEX,2013-12-18,TRMK,TRMK,TRMK,0.37,3
IMOEX,2013-12-18,TRNFP,TRNFP,TRNFP,1.98,3
IMOEX,2013-12-18,URKA,URKA,URKA,3.1,3
IMOEX,2013-12-18,VSMO,VSMO,VSMO,0.39,3
IMOEX,2013-12-18,VTBR,VTBR,VTBR,3.55,3
