indexid,tradedate,ticker,shortnames,secids,waprice,issue_size_total,cap_total,ff_factor,w_factor,issue_size_index,cap_index,weight,value,num_trades,volatility,factora,factorb,influence,determinat,currencyid,tradingsession
IMOEX,2014-01-22,AFKS,AFKS,AFKS,43.721,9650000000,421907650000.0,0.36,1.0,3474000000,151886754000.0,2.24,418372765.6,5777,0.0148,0.0034,0.5643,-0.05,0.1052,RUB,3
IMOEX,2014-01-22,AFLT,AFLT,AFLT,78.78,1110616299,87494352035.22,0.32,1.0,355397216,27998192651.27,0.41,778944231.0,10445,0.0242,0.0068,0.6283,-0.01,0.0488,RUB,3
IMOEX,2014-01-22,ALRS,ALRS,ALRS,33.889,7364965630,249591320235.07,0.23,1.0,1693942095,57406003654.07,0.85,67200218.2,3333,0.0165,-0.0013,1.0611,0.0,0.3001,RUB,3
IMOEX,2014-01-22,BANE,BANE,BANE,2100.0,188710587,396292232700.0,0.12,1.0,22645270,47555067924.0,0.7,94172175.3,1672,0.0164,0.0032,1.0295,-0.01,0.2858,RUB,3
IMOEX,2014-01-22,BANEP,BANEP,BANEP,1445.0,38673878,55883753710.0,1.0,1.0,38673878,55883753710.0,0.83,42445460.9,1265,0.0154,0.0033,0.9207,-0.01,0.2591,RUB,3
IMOEX,2014-01-22,BSPB,BSPB,BSPB,41.75,439554000,18351379500.0,0.41,1.0,180217140,7524065595.0,0.11,2433602.2,612,0.017,-0.002,0.7852,0.0,0.1531,RUB,3
IMOEX,2014-01-22,CHMF,CHMF,CHMF,306.9,837718660,257095856754.0,0.21,1.0,175920919,53990129918.34,0.8,317300369.0,3984,0.018,0.0014,1.481,-0.01,0.4888,RUB,3
IMOEX,2014-01-22,DIXY,DIXY,DIXY,357.78,124750000,44633055000.0,0.33,1.0,41167500,14728908150.0,0.22,59680426.1,1575,0.0155,-0.0037,0.5996,-0.01,0.1086,RUB,3
IMOEX,2014-01-22,EONR,EONR,EONR,2.4767,63048706145,156152730509.32,0.18,1.0,11348767106,28107491491.68,0.42,35315629.1,1078,0.0111,0.0004,0.2685,0.0,0.0418,RUB,3
IMOEX,2014-01-22,FEES,FEES,FEES,0.0921,1267141015996,116703687573.23,0.21,1.0,266099613359,24507774390.38,0.36,278120336.3,8895,0.028,-0.0002,1.3107,0.0,0.1583,RUB,3
IMOEX,2014-01-22,GAZP,GAZP,GAZP,145.96,23673512900,3455385942884.0,0.46,0.6422378,6993851428,1020822554410.02,15.07,17249123918.2,86242,0.0141,-0.0003,1.2829,0.1,0.6011,RUB,3
IMOEX,2014-01-22,GMKN,GMKN,GMKN,5547.0,158245476,877787655372.0,0.3,1.0,47473643,263336296611.6,3.89,1998279967.0,9694,0.0117,0.0027,0.6553,-0.03,0.2266,RUB,3
IMOEX,2014-01-22,HYDR,HYDR,HYDR,0.5667,317637520094,180005182637.27,0.34,1.0,107996756832,61201762096.67,0.9,199363505.6,5479,0.0112,0.0004,0.6878,0.0,0.2721,RUB,3
IMOEX,2014-01-22,IRAO,IRAO,IRAO,0.0106,10440000997683,110340370544.51,0.18,1.0,1879200179583,19861266698.01,0.29,469117042.5,10064,0.0326,0.005,1.5106,0.0,0.1553,RUB,3
IMOEX,2014-01-22,KMAZ,KMAZ,KMAZ,52.66,707229559,37242708576.94,0.15,1.0,106084434,5586406286.54,0.08,4094668.0,248,0.0313,0.0007,0.0847,0.0,0.0005,RUB,3
IMOEX,2014-01-22,LKOH,LKOH,LKOH,2001.4,850563255,1702317298557.0,0.57,0.9083526,440388466,881393476176.43,13.01,2157645737.9,13122,0.0085,-0.0007,0.8397,0.01,0.7106,RUB,3
IMOEX,2014-01-22,LSRG,LSRG,LSRG,600.6,103030215,61879947129.0,0.33,1.0,33999971,20420382552.57,0.3,10206665.8,744,0.0178,0.0018,1.1114,0.0,0.2805,RUB,3
IMOEX,2014-01-22,MAGN,MAGN,MAGN,7.622,11174330000,85170743260.0,0.14,1.0,1564406200,11923904056.4,0.18,66567841.6,2703,0.0137,-0.0011,1.0603,0.0,0.4323,RUB,3
IMOEX,2014-01-22,MFON,MFON,MFON,1058.7,620000000,656394000000.0,0.15,1.0,93000000,98459100000.0,1.45,14734821.0,300,0.0193,-0.0015,0.9905,-0.01,0.1905,RUB,3
IMOEX,2014-01-22,MGNT,MGNT,MGNT,8250.0,94561355,780131178750.0,0.54,0.9083526,46383328,382662459661.35,5.65,3305333082.2,23158,0.02,-0.0008,1.0173,-0.11,0.1862,RUB,3
IMOEX,2014-01-22,MOEX,MOEX,MOEX,63.6,2378489153,151271910130.8,0.37,1.0,880040987,55970606748.4,0.83,69136838.4,3371,0.0151,0.0007,0.7018,-0.01,0.1563,RUB,3
IMOEX,2014-01-22,MSRS,MSRS,MSRS,1.322,48707091574,64390775060.83,0.12,1.0,5844850989,7726893007.3,0.11,3446470.2,318,0.0224,0.002,1.3697,0.0,0.2691,RUB,3
IMOEX,2014-01-22,MSTT,MSTT,MSTT,128.17,282215500,36171560635.0,0.34,1.0,95953270,12298330615.9,0.18,4110288.1,535,0.0241,-0.0014,0.9802,0.0,0.1196,RUB,3
IMOEX,2014-01-22,MTLR,MTLR,MTLR,64.6,416270745,26891090127.0,0.35,1.0,145694761,9411881544.45,0.14,80057253.4,3379,0.0515,-0.0079,2.4548,0.0,0.164,RUB,3
IMOEX,2014-01-22,MTLRP,MTLRP,MTLRP,34.55,138756915,4794051413.25,0.6,1.0,83254149,2876430847.95,0.04,4719017.5,825,0.0457,-0.0052,3.0414,0.0,0.3197,RUB,3
IMOEX,2014-01-22,MTSS,MTSS,MTSS,307.31,2066413562,635029551738.22,0.49,1.0,1012542645,311164480351.73,4.59,736382221.9,6381,0.0141,-0.0015,1.1858,-0.07,0.5136,RUB,3
