indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2013-11-01,AFKS,AFKS,AFKS,1.8,3
IMOEX,2013-11-01,AFLT,AFLT,AFLT,0.29,3
IMOEX,2013-11-01,ALRS,ALRS,ALRS,0.33,3
IMOEX,2013-11-01,BANE,BANE,BANE,0.57,3
IMOEX,2013-11-01,BANEP,BANEP,BANEP,0.7,3
IMOEX,2013-11-01,CHMF,CHMF,CHMF,0.7,3
IMOEX,2013-11-01,DIXY,DIXY,DIXY,0.24,3
IMOEX,2013-11-01,EONR,EONR,EONR,0.39,3
IMOEX,2013-11-01,FEES,FEES,FEES,0.37,3
IMOEX,2013-11-01,GAZP,GAZP,GAZP,15.54,3
IMOEX,2013-11-01,GMKN,GMKN,GMKN,3.28,3
IMOEX,2013-11-01,HYDR,HYDR,HYDR,0.85,3
IMOEX,2013-11-01,IRAO,IRAO,IRAO,0.25,3
IMOEX,2013-11-01,LKOH,LKOH,LKOH,13.9,3
IMOEX,2013-11-01,LSRG,LSRG,LSRG,0.28,3
IMOEX,2013-11-01,MAGN,MAGN,MAGN,0.17,3
IMOEX,2013-11-01,MFON,MFON,MFON,1.54,3
IMOEX,2013-11-01,MGNT,MGNT,MGNT,6.06,3
IMOEX,2013-11-01,MOEX,MOEX,MOEX,0.51,3
IMOEX,2013-11-01,MRKH,MRKH,MRKH,0.21,3
IMOEX,2013-11-01,MSNG,MSNG,MSNG,0.08,3
IMOEX,2013-11-01,MSRS,MSRS,MSRS,0.16,3
IMOEX,2013-11-01,MSTT,MSTT,MSTT,0.18,3
IMOEX,2013-11-01,MTLR,MTLR,MTLR,0.21,3
IMOEX,2013-11-01,MTLRP,MTLRP,MTLRP,0.08,3
IMOEX,2013-11-01,MTSS,MTSS,MTSS,4.82,3
IMOEX,2013-11-01,MVID,MVID,MVID,0.18,3
IMOEX,2013-11-01,NLMK,NLMK,NLMK,0.65,3
IMOEX,2013-11-01,NMTP,NMTP,NMTP,0.23,3
IMOEX,2013-11-01,NVTK,NVTK,NVTK,4.8,3
IMOEX,2013-11-01,PHOR,PHOR,PHOR,0.33,3
IMOEX,2013-11-01,PHST,PHST,PHST,0.24,3
IMOEX,2013-11-01,PIKK,PIKK,PIKK,0.25,3
IMOEX,2013-11-01,POLY,POLY,POLY,0.8,3
IMOEX,2013-11-01,ROSN,ROSN,ROSN,4.5,3
IMOEX,2013-11-01,RTKM,RTKM,RTKM,1.94,3
IMOEX,2013-11-01,RTKMP,RTKMP,RTKMP,0.22,3
IMOEX,2013-11-01,RUALR,RUALR,RUALR,0.22,3
IMOEX,2013-11-01,SBER,SBER,SBER,14.58,3
IMOEX,2013-11-01,SBERP,SBERP,SBERP,1.13,3
IMOEX,2013-11-01,SNGS,SNGS,SNGS,3.49,3
IMOEX,2013-11-01,SNGSP,SNGSP,SNGSP,1.81,3
IMOEX,2013-11-01,SVAV,SVAV,SVAV,0.13,3
IMOEX,2013-11-01,TATN,TATN,TATN,2.16,3
IMOEX,2013-11-01,TATNP,TATNP,TATNP,0.25,3
IMOEX,2013-11-01,TRMK,TRMK,TRMK,0.34,3
IMOEX,2013-11-01,TRNFP,TRNFP,TRNFP,1.81,3
IMOEX,2013-11-01,URKA,URKA,URKA,2.96,3
IMOEX,2013-11-01,VSMO,VSMO,VSMO,0.29,3
IMOEX,2013-11-01,VTBR,VTBR,VTBR,3.18,3
