indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2013-11-20,AFKS,AFKS,AFKS,1.92,3
IMOEX,2013-11-20,AFLT,AFLT,AFLT,0.29,3
IMOEX,2013-11-20,ALRS,ALRS,ALRS,0.33,3
IMOEX,2013-11-20,BANE,BANE,BANE,0.6,3
IMOEX,2013-11-20,BANEP,BANEP,BANEP,0.71,3
IMOEX,2013-11-20,CHMF,CHMF,CHMF,0.77,3
IMOEX,2013-11-20,DIXY,DIXY,DIXY,0.25,3
IMOEX,2013-11-20,EONR,EONR,EONR,0.39,3
IMOEX,2013-11-20,FEES,FEES,FEES,0.31,3
IMOEX,2013-11-20,GAZP,GAZP,GAZP,15.59,3
IMOEX,2013-11-20,GMKN,GMKN,GMKN,3.27,3
IMOEX,2013-11-20,HYDR,HYDR,HYDR,0.86,3
IMOEX,2013-11-20,IRAO,IRAO,IRAO,0.21,3
IMOEX,2013-11-20,LKOH,LKOH,LKOH,13.77,3
IMOEX,2013-11-20,LSRG,LSRG,LSRG,0.27,3
IMOEX,2013-11-20,MAGN,MAGN,MAGN,0.18,3
IMOEX,2013-11-20,MFON,MFON,MFON,1.41,3
IMOEX,2013-11-20,MGNT,MGNT,MGNT,6.13,3
IMOEX,2013-11-20,MOEX,MOEX,MOEX,0.55,3
IMOEX,2013-11-20,MRKH,MRKH,MRKH,0.18,3
IMOEX,2013-11-20,MSNG,MSNG,MSNG,0.07,3
IMOEX,2013-11-20,MSRS,MSRS,MSRS,0.15,3
IMOEX,2013-11-20,MSTT,MSTT,MSTT,0.19,3
IMOEX,2013-11-20,MTLR,MTLR,MTLR,0.15,3
IMOEX,2013-11-20,MTLRP,MTLRP,MTLRP,0.07,3
IMOEX,2013-11-20,MTSS,MTSS,MTSS,4.6,3
IMOEX,2013-11-20,MVID,MVID,MVID,0.19,3
IMOEX,2013-11-20,NLMK,NLMK,NLMK,0.64,3
IMOEX,2013-11-20,NMTP,NMTP,NMTP,0.22,3
IMOEX,2013-11-20,NVTK,NVTK,NVTK,4.72,3
IMOEX,2013-11-20,PHOR,PHOR,PHOR,0.33,3
IMOEX,2013-11-20,PHST,PHST,PHST,0.23,3
IMOEX,2013-11-20,PIKK,PIKK,PIKK,0.24,3
IMOEX,2013-11-20,POLY,POLY,POLY,0.8,3
IMOEX,2013-11-20,ROSN,ROSN,ROSN,4.4,3
IMOEX,2013-11-20,RTKM,RTKM,RTKM,1.92,3
IMOEX,2013-11-20,RTKMP,RTKMP,RTKMP,0.23,3
IMOEX,2013-11-20,RUALR,RUALR,RUALR,0.2,3
IMOEX,2013-11-20,SBER,SBER,SBER,14.97,3
IMOEX,2013-11-20,SBERP,SBERP,SBERP,1.16,3
IMOEX,2013-11-20,SNGS,SNGS,SNGS,3.43,3
IMOEX,2013-11-20,SNGSP,SNGSP,SNGSP,1.85,3
IMOEX,2013-11-20,SVAV,SVAV,SVAV,0.13,3
IMOEX,2013-11-20,TATN,TATN,TATN,2.05,3
IMOEX,2013-11-20,TATNP,TATNP,TATNP,0.25,3
IMOEX,2013-11-20,TRMK,TRMK,TRMK,0.34,3
IMOEX,2013-11-20,TRNFP,TRNFP,TRNFP,1.84,3
IMOEX,2013-11-20,URKA,URKA,URKA,2.94,3
IMOEX,2013-11-20,VSMO,VSMO,VSMO,0.36,3
IMOEX,2013-11-20,VTBR,VTBR,VTBR,3.35,3
