indexid,tradedate,ticker,shortnames,secids,waprice,issue_size_total,cap_total,ff_factor,w_factor,issue_size_index,cap_index,weight,value,num_trades,volatility,factora,factorb,influence,determinat,currencyid,tradingsession
IMOEX,2014-02-05,AFKS,AFKS,AFKS,42.5,9650000000,410125000000.0,0.36,1.0,3474000000,147645000000.0,2.24,150907118.2,2145,0.0386,0.0031,1.0944,0.01,0.0443,RUB,3
IMOEX,2014-02-05,AFLT,AFLT,AFLT,76.12,1110616299,84540112679.88,0.32,1.0,355397216,27052836057.56,0.41,509543268.0,12852,0.026,0.0062,0.5982,0.0,0.0294,RUB,3
IMOEX,2014-02-05,ALRS,ALRS,ALRS,35.956,7364965630,264814704192.28,0.23,1.0,1693942095,60907381964.22,0.93,114680567.5,2626,0.0195,0.0013,1.2426,0.04,0.2252,RUB,3
IMOEX,2014-02-05,BANE,BANE,BANE,2036.9,188710587,384384594660.3,0.12,1.0,22645270,46126151359.24,0.7,51116266.7,3011,0.0156,0.0019,0.8826,0.03,0.1779,RUB,3
IMOEX,2014-02-05,BANEP,BANEP,BANEP,1453.1,38673878,56197012121.8,1.0,1.0,38673878,56197012121.8,0.85,14299681.4,997,0.0131,0.0021,0.6355,0.01,0.1294,RUB,3
IMOEX,2014-02-05,BSPB,BSPB,BSPB,38.71,439554000,17015135340.0,0.41,1.0,180217140,6976205489.4,0.11,1594628.2,413,0.0182,-0.0023,1.1837,0.0,0.2327,RUB,3
IMOEX,2014-02-05,CHMF,CHMF,CHMF,289.2,837718660,242268236472.0,0.21,1.0,175920919,50876329659.12,0.77,987813709.0,12079,0.0149,-0.0001,1.2902,0.03,0.4126,RUB,3
IMOEX,2014-02-05,DIXY,DIXY,DIXY,337.9,124750000,42153025000.0,0.33,1.0,41167500,13910498250.0,0.21,143622110.9,734,0.0153,-0.0042,0.6142,0.0,0.0893,RUB,3
IMOEX,2014-02-05,EONR,EONR,EONR,2.335,63048706145,147218728848.58,0.18,1.0,11348767106,26499371192.74,0.4,68682451.1,1761,0.0126,-0.0003,0.4448,0.0,0.0691,RUB,3
IMOEX,2014-02-05,FEES,FEES,FEES,0.083,1267141015996,105172704327.67,0.21,1.0,266099613359,22086267908.81,0.34,280694154.5,9868,0.0186,0.0006,0.7853,0.01,0.0985,RUB,3
IMOEX,2014-02-05,GAZP,GAZP,GAZP,141.97,23673512900,3360928626413.0,0.46,0.6422378,6993851428,992917087212.87,15.09,6585901010.6,38279,0.0129,-0.0002,1.2043,0.1,0.4787,RUB,3
IMOEX,2014-02-05,GMKN,GMKN,GMKN,5439.0,158245476,860697143964.0,0.3,1.0,47473643,258209143189.2,3.92,1905223034.0,11763,0.0122,0.0029,0.8691,0.08,0.2787,RUB,3
IMOEX,2014-02-05,HYDR,HYDR,HYDR,0.5565,317637520094,176765279932.31,0.34,1.0,107996756832,60100195176.99,0.91,241331152.7,6009,0.0098,-0.0003,0.591,0.0,0.2002,RUB,3
IMOEX,2014-02-05,IRAO,IRAO,IRAO,0.0108,10440000997683,112647610765.0,0.18,1.0,1879200179583,20276569937.7,0.31,528445938.6,13221,0.0316,0.0077,1.2976,0.01,0.0934,RUB,3
IMOEX,2014-02-05,KMAZ,KMAZ,KMAZ,47.4,707229559,33522681096.6,0.15,1.0,106084434,5028402164.49,0.08,2863376.0,137,0.0316,-0.0002,0.3851,0.0,0.0082,RUB,3
IMOEX,2014-02-05,LKOH,LKOH,LKOH,1965.0,850563255,1671356796075.0,0.57,0.9083526,440388466,865363336008.13,13.15,1995483570.2,13475,0.0085,-0.0007,0.7699,-0.03,0.4544,RUB,3
IMOEX,2014-02-05,LSRG,LSRG,LSRG,549.9,103030215,56656315228.5,0.33,1.0,33999971,18696584025.41,0.28,24436644.9,706,0.0184,0.0006,1.2406,0.01,0.251,RUB,3
IMOEX,2014-02-05,MAGN,MAGN,MAGN,6.89,11174330000,76991133700.0,0.14,1.0,1564406200,10778758718.0,0.16,100941444.2,4804,0.0121,-0.0023,0.8788,0.0,0.2939,RUB,3
IMOEX,2014-02-05,MFON,MFON,MFON,1077.5,620000000,668050000000.0,0.15,1.0,93000000,100207500000.0,1.52,19850271.0,625,0.0171,0.0005,0.7356,0.02,0.1022,RUB,3
IMOEX,2014-02-05,MGNT,MGNT,MGNT,8540.2,94561355,807572883971.0,0.54,0.9083526,46383328,396122901575.74,6.02,1117487433.9,10301,0.0204,0.0,0.733,0.09,0.0716,RUB,3
IMOEX,2014-02-05,MOEX,MOEX,MOEX,62.41,2378489153,148441508038.73,0.37,1.0,880040987,54923357974.33,0.83,151482301.7,12012,0.0156,-0.0009,0.7753,0.03,0.1357,RUB,3
IMOEX,2014-02-05,MSRS,MSRS,MSRS,1.3289,48707091574,64726853992.69,0.12,1.0,5844850989,7767222479.12,0.12,1056956.9,290,0.0183,0.0022,0.9619,0.0,0.1527,RUB,3
IMOEX,2014-02-05,MSTT,MSTT,MSTT,125.75,282215500,35488599125.0,0.34,1.0,95953270,12066123702.5,0.18,10917629.4,857,0.0236,-0.0013,0.8853,0.01,0.0781,RUB,3
IMOEX,2014-02-05,MTLR,MTLR,MTLR,61.3,416270745,25517396668.5,0.35,1.0,145694761,8931088833.98,0.14,33668681.4,2004,0.0184,-0.0016,1.1046,0.0,0.199,RUB,3
IMOEX,2014-02-05,MTLRP,MTLRP,MTLRP,33.25,138756915,4613667423.75,0.6,1.0,83254149,2768200454.25,0.04,2475635.1,921,0.0173,-0.0029,1.0304,0.0,0.1955,RUB,3
IMOEX,2014-02-05,MTSS,MTSS,MTSS,297.99,2066413562,615770577340.38,0.49,1.0,1012542645,301727582896.79,4.59,1066352018.8,12106,0.0138,-0.0004,1.2471,0.02,0.4531,RUB,3
IMOEX,2014-02-05,MVID,MVID,MVID,231.7,179768227,41652298195.9,0.26,1.0,46739739,10829597530.93,0.16,40853443.8,1215,0.0195,-0.0037,0.0951,0.0,0.0013,RUB,3
IMOEX,2014-02-05,NLMK,NLMK,NLMK,52.45,5993227240,314344768738.0,0.14,1.0,839051814,44008267623.32,0.67,262052273.4,7181,0.0147,0.0008,1.4121,0.02,0.508,RUB,3
IMOEX,2014-02-05,NMTP,NMTP,NMTP,2.754,19259815400,53041531611.6,0.15,1.0,2888972310,7956229741.74,0.12,3335589.9,350,0.0245,-0.0009,1.1511,0.0,0.1217,RUB,3
IMOEX,2014-02-05,NVTK,NVTK,NVTK,395.52,3036306000,1200919749120.0,0.27,1.0,819802620,324248332262.4,4.93,570868649.2,6367,0.0131,0.0004,1.0636,0.11,0.367,RUB,3
IMOEX,2014-02-05,PHOR,PHOR,PHOR,1069.6,129500000,138513200000.0,0.19,1.0,24605000,26317508000.0,0.4,10997713.9,819,0.0163,0.0029,0.9782,0.0,0.1997,RUB,3
IMOEX,2014-02-05,PIKK,PIKK,PIKK,72.43,660497344,47839822625.92,0.42,1.0,277408884,20092725502.89,0.31,181600098.1,1056,0.0224,0.0038,1.2035,0.02,0.1599,RUB,3
IMOEX,2014-02-05,POLY,POLY,POLY,337.46,389472865,131431513022.9,0.5,1.0,194736433,65715756511.45,1.0,11804169.28,726,0.0326,0.0047,0.7138,0.02,0.0264,RUB,3
IMOEX,2014-02-05,ROSN,ROSN,ROSN,242.7,10598177817,2572177756185.9,0.12,1.0,1271781338,308661330742.31,4.69,1247208362.4,14432,0.0111,0.0004,1.0915,0.0,0.5326,RUB,3
IMOEX,2014-02-05,RSTI,RSTI,RSTI,0.713,161078853310,114849222410.03,0.14,1.0,22551039463,16078891137.4,0.24,458785884.0,8763,0.0258,0.0004,0.8017,0.0,0.0535,RUB,3
IMOEX,2014-02-05,RTKM,RTKM,RTKM,107.4,2669204301,286672541927.4,0.31,1.0,827453333,88868487997.49,1.35,202097826.4,6577,0.0106,-0.0005,0.5433,-0.01,0.1453,RUB,3
IMOEX,2014-02-05,RTKMP,RTKMP,RTKMP,73.97,242831469,17962243761.93,0.7,1.0,169982028,12573570633.35,0.19,22915352.0,421,0.0114,0.0003,0.5249,0.0,0.1177,RUB,3
IMOEX,2014-02-05,RUALR,RUALR,RUALR,119.0,2000000000,238000000000.0,0.08,1.0,160000000,19040000000.0,0.29,2962749.4,414,0.0333,0.0069,1.6218,0.0,0.1312,RUB,3
IMOEX,2014-02-05,SBER,SBER,SBER,95.45,21586948000,2060474186600.0,0.48,0.8711671,9026802666,861608314447.29,13.1,8614557954.1,53792,0.01,-0.0012,1.1542,0.13,0.732,RUB,3
IMOEX,2014-02-05,SBERP,SBERP,SBERP,75.81,1000000000,75810000000.0,1.0,0.8711671,871167100,66043177851.0,1.0,694729333.0,6285,0.0094,-0.0019,0.8141,0.01,0.4168,RUB,3
IMOEX,2014-02-05,SNGS,SNGS,SNGS,27.119,35725994705,968853250404.89,0.25,0.9083526,8112950044,220015092255.93,3.34,503179146.8,7819,0.0117,-0.0001,1.1063,0.01,0.4959,RUB,3
IMOEX,2014-02-05,SNGSP,SNGSP,SNGSP,24.484,7701998235,188575724785.74,0.73,0.9083526,5107174989,125044072431.39,1.9,805822867.1,10642,0.0132,0.001,1.0944,0.01,0.38,RUB,3
IMOEX,2014-02-05,SVAV,SVAV,SVAV,715.9,34270159,24534006828.1,0.34,1.0,11651854,8341562321.55,0.13,4283444.0,142,0.0179,-0.0007,1.4072,0.01,0.3421,RUB,3
IMOEX,2014-02-05,TATN,TATN,TATN,193.09,2178690700,420683387263.0,0.32,1.0,697181024,134618683924.16,2.05,382123011.0,14558,0.0136,-0.0011,1.2799,0.04,0.491,RUB,3
IMOEX,2014-02-05,TATNP,TATNP,TATNP,120.0,147508500,17701020000.0,1.0,1.0,147508500,17701020000.0,0.27,38470482.9,1274,0.0139,0.0009,1.0045,0.0,0.2904,RUB,3
IMOEX,2014-02-05,TRMK,TRMK,TRMK,95.76,937586094,89783244361.44,0.28,1.0,262524106,25139308421.2,0.38,4096772.2,454,0.017,0.0011,1.0038,0.01,0.1921,RUB,3
