indexid,tradedate,ticker,shortnames,secids,waprice,issue_size_total,cap_total,ff_factor,w_factor,issue_size_index,cap_index,weight,value,num_trades,volatility,factora,factorb,influence,determinat,currencyid,tradingsession
IMOEX,2014-01-23,AFKS,AFKS,AFKS,42.101,9650000000,406274650000.0,0.36,1.0,3474000000,146258874000.0,2.16,136120148.9,1972,0.0158,0.0023,0.5994,-0.08,0.1039,RUB,3
IMOEX,2014-01-23,AFLT,AFLT,AFLT,79.79,1110616299,88616074497.21,0.32,1.0,355397216,28357143839.11,0.42,398173014.0,5391,0.0242,0.0069,0.6339,0.01,0.0495,RUB,3
IMOEX,2014-01-23,ALRS,ALRS,ALRS,35.0,7364965630,257773797050.0,0.23,1.0,1693942095,59287973321.5,0.88,140261735.2,1864,0.0171,-0.0007,1.0523,0.03,0.2712,RUB,3
IMOEX,2014-01-23,BANE,BANE,BANE,2040.0,188710587,384969597480.0,0.12,1.0,22645270,46196351697.6,0.68,327356329.8,2291,0.017,0.0025,1.0507,-0.02,0.2757,RUB,3
IMOEX,2014-01-23,BANEP,BANEP,BANEP,1440.8,38673878,55721323422.4,1.0,1.0,38673878,55721323422.4,0.82,73988763.4,1657,0.0154,0.0032,0.9262,0.0,0.2605,RUB,3
IMOEX,2014-01-23,BSPB,BSPB,BSPB,40.66,439554000,17872265640.0,0.41,1.0,180217140,7327628912.4,0.11,1820761.2,823,0.0173,-0.0027,0.809,0.0,0.1565,RUB,3
IMOEX,2014-01-23,CHMF,CHMF,CHMF,307.3,837718660,257430944218.0,0.21,1.0,175920919,54060498285.78,0.8,408481060.0,5482,0.018,0.0014,1.481,0.0,0.4884,RUB,3
IMOEX,2014-01-23,DIXY,DIXY,DIXY,357.06,124750000,44543235000.0,0.33,1.0,41167500,14699267550.0,0.22,24945559.7,717,0.0153,-0.0034,0.5944,0.0,0.1082,RUB,3
IMOEX,2014-01-23,EONR,EONR,EONR,2.52,63048706145,158882739485.4,0.18,1.0,11348767106,28598893107.37,0.42,61295971.1,1719,0.0114,0.0006,0.271,0.01,0.0409,RUB,3
IMOEX,2014-01-23,FEES,FEES,FEES,0.0924,1267141015996,117109172698.35,0.21,1.0,266099613359,24592926266.65,0.36,368300601.5,11374,0.0277,0.0004,1.2798,0.0,0.1531,RUB,3
