indexid,tradedate,ticker,shortnames,secids,waprice,issue_size_total,cap_total,ff_factor,w_factor,issue_size_index,cap_index,weight,value,num_trades,volatility,factora,factorb,influence,determinat,currencyid,tradingsession
IMOEX,2014-01-27,AFKS,AFKS,AFKS,39.999,9650000000,385990350000.0,0.36,1.0,3474000000,138956526000.0,2.08,272368904.9,4541,0.0385,0.0018,1.11,-0.46,0.0507,RUB,3
IMOEX,2014-01-27,AFLT,AFLT,AFLT,81.9,1110616299,90959474888.1,0.32,1.0,355397216,29107031964.19,0.44,413560728.0,6487,0.0248,0.0073,0.5906,0.02,0.0346,RUB,3
IMOEX,2014-01-27,ALRS,ALRS,ALRS,35.75,7364965630,263297521272.5,0.23,1.0,1693942095,60558429892.68,0.91,86567043.9,1406,0.0168,0.0005,1.0628,0.0,0.2433,RUB,3
IMOEX,2014-01-27,BANE,BANE,BANE,2059.9,188710587,388724938161.3,0.12,1.0,22645270,46646992579.36,0.7,63374699.7,2238,0.0155,0.0026,0.7827,0.01,0.1561,RUB,3
IMOEX,2014-01-27,BANEP,BANEP,BANEP,1478.9,38673878,57194798174.2,1.0,1.0,38673878,57194798174.2,0.86,33701956.3,1874,0.0151,0.0039,0.7563,0.02,0.1527,RUB,3
IMOEX,2014-01-27,BSPB,BSPB,BSPB,40.67,439554000,17876661180.0,0.41,1.0,180217140,7329431083.8,0.11,1564973.7,394,0.0173,-0.0025,0.884,0.0,0.1591,RUB,3
IMOEX,2014-01-27,CHMF,CHMF,CHMF,297.2,837718660,248969985752.0,0.21,1.0,175920919,52283697007.92,0.78,657355893.0,9394,0.0157,0.002,1.3018,-0.01,0.4214,RUB,3
IMOEX,2014-01-27,DIXY,DIXY,DIXY,350.8,124750000,43762300000.0,0.33,1.0,41167500,14441559000.0,0.22,49355059.1,915,0.0148,-0.0029,0.5353,0.0,0.0795,RUB,3
IMOEX,2014-01-27,EONR,EONR,EONR,2.4096,63048706145,151922162326.99,0.18,1.0,11348767106,27345989218.86,0.41,77896554.6,1946,0.0125,-0.0001,0.4057,0.0,0.0646,RUB,3
IMOEX,2014-01-27,FEES,FEES,FEES,0.0882,1267141015996,111761837610.85,0.21,1.0,266099613359,23469985898.28,0.35,339756219.7,12558,0.0216,0.0028,0.8865,-0.01,0.1025,RUB,3
IMOEX,2014-01-27,GAZP,GAZP,GAZP,147.64,23673512900,3495157444556.0,0.46,0.6422378,6993851428,1032572224808.82,15.46,10916158856.5,58084,0.0133,0.0005,1.2521,0.07,0.5442,RUB,3
IMOEX,2014-01-27,GMKN,GMKN,GMKN,5459.0,158245476,863862053484.0,0.3,1.0,47473643,259158616045.2,3.88,1848598207.0,13002,0.0114,0.0026,0.6876,-0.03,0.2206,RUB,3
IMOEX,2014-01-27,HYDR,HYDR,HYDR,0.554,317637520094,175971186132.08,0.34,1.0,107996756832,59830203284.91,0.9,411738058.1,14277,0.0114,0.0001,0.7626,-0.01,0.274,RUB,3
IMOEX,2014-01-27,IRAO,IRAO,IRAO,0.0113,10440000997683,118055531281.8,0.18,1.0,1879200179583,21249995630.72,0.32,751398637.7,15774,0.0317,0.0075,1.1207,0.0,0.0761,RUB,3
IMOEX,2014-01-27,KMAZ,KMAZ,KMAZ,49.32,707229559,34880561849.88,0.15,1.0,106084434,5232084277.48,0.08,3515317.0,206,0.0314,-0.0012,0.0745,0.0,0.0003,RUB,3
IMOEX,2014-01-27,LKOH,LKOH,LKOH,1961.9,850563255,1668720049984.5,0.57,0.9083526,440388466,863998131763.03,12.93,3658107258.3,24752,0.0084,-0.001,0.8467,0.03,0.6236,RUB,3
IMOEX,2014-01-27,LSRG,LSRG,LSRG,587.5,103030215,60530251312.5,0.33,1.0,33999971,19974982933.12,0.3,14957766.9,1131,0.0176,0.0013,1.1372,0.0,0.256,RUB,3
IMOEX,2014-01-27,MAGN,MAGN,MAGN,7.395,11174330000,82634170350.0,0.14,1.0,1564406200,11568783849.0,0.17,58010013.0,2210,0.0113,-0.0005,0.848,0.0,0.344,RUB,3
IMOEX,2014-01-27,MFON,MFON,MFON,1044.0,620000000,647280000000.0,0.15,1.0,93000000,97092000000.0,1.45,18737800.0,650,0.018,-0.0014,0.762,0.0,0.1097,RUB,3
IMOEX,2014-01-27,MGNT,MGNT,MGNT,8249.9,94561355,780121722614.5,0.54,0.9083526,46383328,382657821328.51,5.73,3515909472.3,25776,0.0195,-0.0006,0.9417,-0.01,0.1429,RUB,3
IMOEX,2014-01-27,MOEX,MOEX,MOEX,61.76,2378489153,146895490089.28,0.37,1.0,880040987,54351331333.03,0.81,180254099.8,4445,0.0142,-0.0009,0.7306,-0.01,0.1608,RUB,3
IMOEX,2014-01-27,MSRS,MSRS,MSRS,1.3228,48707091574,64429740734.09,0.12,1.0,5844850989,7731568888.09,0.12,573894.6,281,0.0201,0.003,1.1905,0.0,0.2149,RUB,3
IMOEX,2014-01-27,MSTT,MSTT,MSTT,128.29,282215500,36205426495.0,0.34,1.0,95953270,12309845008.3,0.18,7561524.5,539,0.0228,-0.0015,0.7483,0.0,0.0655,RUB,3
IMOEX,2014-01-27,MTLR,MTLR,MTLR,62.0,416270745,25808786190.0,0.35,1.0,145694761,9033075166.5,0.14,58191908.2,2310,0.0292,-0.0014,0.8423,0.0,0.0508,RUB,3
IMOEX,2014-01-27,MTLRP,MTLRP,MTLRP,34.09,138756915,4730223232.35,0.6,1.0,83254149,2838133939.41,0.04,1922939.1,398,0.0264,0.0004,1.71,0.0,0.2565,RUB,3
IMOEX,2014-01-27,MTSS,MTSS,MTSS,298.75,2066413562,617341051647.5,0.49,1.0,1012542645,302497115307.28,4.53,1212099085.2,13793,0.014,-0.0014,1.2834,-0.1,0.5159,RUB,3
IMOEX,2014-01-27,MVID,MVID,MVID,250.5,179768227,45031940863.5,0.26,1.0,46739739,11708304624.51,0.18,26636915.9,1251,0.019,-0.0017,0.0747,-0.01,0.0009,RUB,3
IMOEX,2014-01-27,NLMK,NLMK,NLMK,52.19,5993227240,312786529655.6,0.14,1.0,839051814,43790114151.78,0.66,222031863.6,6402,0.0156,0.0007,1.3012,-0.02,0.4249,RUB,3
IMOEX,2014-01-27,NMTP,NMTP,NMTP,2.7902,19259815400,53738736929.08,0.15,1.0,2888972310,8060810539.36,0.12,2917044.2,561,0.0259,-0.0033,1.2196,0.0,0.1356,RUB,3
IMOEX,2014-01-27,NVTK,NVTK,NVTK,406.0,3036306000,1232740236000.0,0.27,1.0,819802620,332839863720.0,4.98,567899742.6,6651,0.0118,-0.0003,0.7933,-0.03,0.2739,RUB,3
IMOEX,2014-01-27,PHOR,PHOR,PHOR,1090.1,129500000,141167950000.0,0.19,1.0,24605000,26821910500.0,0.4,17220737.4,742,0.0165,0.0025,1.0448,-0.01,0.2449,RUB,3
IMOEX,2014-01-27,PIKK,PIKK,PIKK,65.7,660497344,43394675500.8,0.42,1.0,277408884,18225763710.34,0.27,6358005.4,856,0.0181,0.0012,0.9639,-0.01,0.1734,RUB,3
IMOEX,2014-01-27,POLY,POLY,POLY,343.93,389472865,133951402459.45,0.5,1.0,194736433,66975701229.73,1.0,16504274.07,967,0.0336,0.0042,0.6784,0.01,0.0249,RUB,3
IMOEX,2014-01-27,ROSN,ROSN,ROSN,246.66,10598177817,2614146540341.22,0.12,1.0,1271781338,313697584840.95,4.7,1290925893.1,15070,0.0107,0.0001,1.0267,-0.02,0.5609,RUB,3
IMOEX,2014-01-27,RSTI,RSTI,RSTI,0.782,161078853310,125963663288.42,0.14,1.0,22551039463,17634912860.38,0.26,503967969.0,8044,0.0252,0.0027,0.6975,-0.01,0.0467,RUB,3
IMOEX,2014-01-27,RTKM,RTKM,RTKM,111.9,2669204301,298683961281.9,0.31,1.0,827453333,92592027997.39,1.39,262457054.6,10041,0.0122,-0.0011,0.6565,0.0,0.1765,RUB,3
IMOEX,2014-01-27,RTKMP,RTKMP,RTKMP,74.15,242831469,18005953426.35,0.7,1.0,169982028,12604167398.45,0.19,20086375.0,689,0.0117,-0.0013,0.4934,0.0,0.1086,RUB,3
