indexid,tradedate,ticker,shortnames,secids,waprice,issue_size_total,cap_total,ff_factor,w_factor,issue_size_index,cap_index,weight,value,num_trades,volatility,factora,factorb,influence,determinat,currencyid,tradingsession
IMOEX,2014-01-17,AFKS,AFKS,AFKS,45.5,9650000000,439075000000.0,0.36,1.0,3474000000,158067000000.0,2.35,234058939.5,3016,0.0144,0.0044,0.6173,0.05,0.1387,RUB,3
IMOEX,2014-01-17,AFLT,AFLT,AFLT,84.25,1110616299,93569423190.75,0.32,1.0,355397216,29942215421.04,0.45,306428460.0,5292,0.0226,0.0085,0.7767,0.0,0.0889,RUB,3
IMOEX,2014-01-17,ALRS,ALRS,ALRS,32.03,7364965630,235899849128.9,0.23,1.0,1693942095,54256965299.65,0.81,103033939.0,1374,0.0159,-0.0016,0.9132,0.0,0.2489,RUB,3
IMOEX,2014-01-17,BANE,BANE,BANE,2192.9,188710587,413823446232.3,0.12,1.0,22645270,49658813547.88,0.74,242958124.7,2308,0.0157,0.0046,1.0507,0.02,0.3342,RUB,3
IMOEX,2014-01-17,BANEP,BANEP,BANEP,1450.0,38673878,56077123100.0,1.0,1.0,38673878,56077123100.0,0.83,33486222.5,1542,0.0155,0.0032,0.8817,0.0,0.2433,RUB,3
IMOEX,2014-01-17,BSPB,BSPB,BSPB,43.0,439554000,18900822000.0,0.41,1.0,180217140,7749337020.0,0.12,3286506.5,625,0.017,-0.0015,0.7707,0.0,0.155,RUB,3
IMOEX,2014-01-17,CHMF,CHMF,CHMF,306.1,837718660,256425681826.0,0.21,1.0,175920919,53849393183.46,0.8,315364767.0,4386,0.0187,0.002,1.5367,0.0,0.5077,RUB,3
IMOEX,2014-01-17,DIXY,DIXY,DIXY,394.45,124750000,49207637500.0,0.33,1.0,41167500,16238520375.0,0.24,23287926.8,722,0.0131,-0.0012,0.6193,0.0,0.1665,RUB,3
IMOEX,2014-01-17,EONR,EONR,EONR,2.4797,63048706145,156341876627.76,0.18,1.0,11348767106,28141537793.0,0.42,58061379.2,1879,0.0117,0.0001,0.3587,0.01,0.0705,RUB,3
IMOEX,2014-01-17,FEES,FEES,FEES,0.0921,1267141015996,116703687573.23,0.21,1.0,266099613359,24507774390.38,0.36,312763747.6,9021,0.0281,-0.0001,1.3828,0.01,0.1813,RUB,3
IMOEX,2014-01-17,GAZP,GAZP,GAZP,137.22,23673512900,3248479440138.0,0.46,0.6422378,6993851428,959696292930.55,14.28,4763697931.3,32097,0.0129,-0.0013,1.243,-0.01,0.6927,RUB,3
IMOEX,2014-01-17,GMKN,GMKN,GMKN,5528.0,158245476,874780991328.0,0.3,1.0,47473643,262434297398.4,3.91,2240121560.0,11624,0.0117,0.0026,0.649,0.04,0.2301,RUB,3
IMOEX,2014-01-17,HYDR,HYDR,HYDR,0.5645,317637520094,179306380093.06,0.34,1.0,107996756832,60964169231.64,0.91,222583093.8,6457,0.0114,0.0006,0.7105,0.0,0.2935,RUB,3
IMOEX,2014-01-17,IRAO,IRAO,IRAO,0.0106,10440000997683,110935450601.38,0.18,1.0,1879200179583,19968381108.25,0.3,1045184892.6,16960,0.0339,0.0038,1.6777,0.02,0.1838,RUB,3
IMOEX,2014-01-17,KMAZ,KMAZ,KMAZ,51.0,707229559,36068707509.0,0.15,1.0,106084434,5410306126.35,0.08,2737090.0,172,0.0299,-0.0008,0.045,0.0,0.0002,RUB,3
IMOEX,2014-01-17,LKOH,LKOH,LKOH,1978.4,850563255,1682754343692.0,0.57,0.9083526,440388466,871264541454.7,12.97,1831275540.5,17464,0.0085,-0.0009,0.8422,-0.01,0.7316,RUB,3
IMOEX,2014-01-17,LSRG,LSRG,LSRG,607.0,103030215,62539340505.0,0.33,1.0,33999971,20637982366.65,0.31,5458269.0,682,0.0199,0.0013,1.3097,0.0,0.3255,RUB,3
IMOEX,2014-01-17,MAGN,MAGN,MAGN,7.576,11174330000,84656724080.0,0.14,1.0,1564406200,11851941371.2,0.18,80381866.8,3577,0.0137,-0.0008,1.029,0.0,0.4235,RUB,3
IMOEX,2014-01-17,MFON,MFON,MFON,1040.3,620000000,644986000000.0,0.15,1.0,93000000,96747900000.0,1.44,31250999.0,781,0.0195,-0.0019,1.0195,0.01,0.2045,RUB,3
IMOEX,2014-01-17,MGNT,MGNT,MGNT,8975.5,94561355,848735441802.5,0.54,0.9083526,46383328,416313564447.33,6.2,2191400713.7,19807,0.0189,0.001,1.1441,-0.03,0.2736,RUB,3
IMOEX,2014-01-17,MOEX,MOEX,MOEX,64.26,2378489153,152841712971.78,0.37,1.0,880040987,56551433799.56,0.84,108605478.2,9788,0.0149,0.0013,0.636,-0.01,0.1372,RUB,3
IMOEX,2014-01-17,MSRS,MSRS,MSRS,1.28,48707091574,62345077214.72,0.12,1.0,5844850989,7481409265.77,0.11,11961372.4,489,0.0226,0.0014,1.3715,0.0,0.2767,RUB,3
IMOEX,2014-01-17,MSTT,MSTT,MSTT,129.3,282215500,36490464150.0,0.34,1.0,95953270,12406757811.0,0.18,16853897.3,749,0.0245,-0.0004,0.9684,0.0,0.1174,RUB,3
IMOEX,2014-01-17,MTLR,MTLR,MTLR,66.0,416270745,27473869170.0,0.35,1.0,145694761,9615854209.5,0.14,28042211.9,1482,0.0516,-0.0072,2.4366,0.0,0.1676,RUB,3
