indexid,tradedate,ticker,shortnames,secids,waprice,issue_size_total,cap_total,ff_factor,w_factor,issue_size_index,cap_index,weight,value,num_trades,volatility,factora,factorb,influence,determinat,currencyid,tradingsession
IMOEX,2014-01-29,AFKS,AFKS,AFKS,40.14,9650000000,387351000000.0,0.36,1.0,3474000000,139446360000.0,2.11,327524969.7,4539,0.0384,0.0019,1.153,0.01,0.0515,RUB,3
IMOEX,2014-01-29,AFLT,AFLT,AFLT,81.38,1110616299,90381954412.62,0.32,1.0,355397216,28922225412.04,0.44,272197623.0,5000,0.0247,0.0068,0.5211,0.0,0.0255,RUB,3
IMOEX,2014-01-29,ALRS,ALRS,ALRS,35.3,7364965630,259983286739.0,0.23,1.0,1693942095,59796155949.97,0.9,166466952.8,3308,0.0172,0.0005,1.0371,-0.03,0.2083,RUB,3
IMOEX,2014-01-29,BANE,BANE,BANE,1989.6,188710587,375458583895.2,0.12,1.0,22645270,45055030067.42,0.68,120128084.8,3552,0.0145,0.0013,0.6223,-0.02,0.1057,RUB,3
IMOEX,2014-01-29,BANEP,BANEP,BANEP,1445.9,38673878,55918560200.2,1.0,1.0,38673878,55918560200.2,0.85,73744928.0,3384,0.0141,0.0033,0.625,-0.01,0.1127,RUB,3
IMOEX,2014-01-29,BSPB,BSPB,BSPB,39.49,439554000,17357987460.0,0.41,1.0,180217140,7116774858.6,0.11,5126655.4,1463,0.0175,-0.0022,1.0388,0.0,0.201,RUB,3
IMOEX,2014-01-29,CHMF,CHMF,CHMF,286.6,837718660,240090167956.0,0.21,1.0,175920919,50418935270.76,0.76,747449386.0,9881,0.0157,0.0011,1.2514,-0.03,0.3619,RUB,3
IMOEX,2014-01-29,DIXY,DIXY,DIXY,332.0,124750000,41417000000.0,0.33,1.0,41167500,13667610000.0,0.21,114563896.0,2077,0.0161,-0.0039,0.5719,0.0,0.0721,RUB,3
IMOEX,2014-01-29,EONR,EONR,EONR,2.3394,63048706145,147496143155.61,0.18,1.0,11348767106,26549305768.01,0.4,90893271.0,3718,0.0128,-0.0003,0.5142,-0.01,0.0924,RUB,3
IMOEX,2014-01-29,FEES,FEES,FEES,0.0861,1267141015996,109100841477.26,0.21,1.0,266099613359,22911176710.22,0.35,234219845.9,9905,0.0187,0.0015,0.5811,-0.01,0.0549,RUB,3
IMOEX,2014-01-29,GAZP,GAZP,GAZP,147.9,23673512900,3501312557910.0,0.46,0.6422378,6993851428,1034390626180.06,15.65,13506383084.4,62336,0.0128,0.0007,1.1821,0.09,0.4839,RUB,3
IMOEX,2014-01-29,GMKN,GMKN,GMKN,5332.0,158245476,843764878032.0,0.3,1.0,47473643,253129463409.6,3.83,2553463983.0,15653,0.0119,0.0026,0.7897,-0.01,0.251,RUB,3
IMOEX,2014-01-29,HYDR,HYDR,HYDR,0.5518,317637520094,175272383587.87,0.34,1.0,107996756832,59592610419.88,0.9,514037381.5,8810,0.0111,0.0,0.7175,0.0,0.2395,RUB,3
IMOEX,2014-01-29,IRAO,IRAO,IRAO,0.0113,10440000997683,118347851309.73,0.18,1.0,1879200179583,21302613235.75,0.32,429362361.0,9604,0.0312,0.0075,1.0265,0.0,0.0616,RUB,3
IMOEX,2014-01-29,KMAZ,KMAZ,KMAZ,47.66,707229559,33706560781.94,0.15,1.0,106084434,5055984117.29,0.08,7625547.0,586,0.0311,-0.0007,0.2485,0.0,0.0036,RUB,3
IMOEX,2014-01-29,LKOH,LKOH,LKOH,1960.0,850563255,1667103979800.0,0.57,0.9083526,440388466,863161393677.32,13.06,3915182471.9,25049,0.0082,-0.0008,0.8113,-0.09,0.563,RUB,3
IMOEX,2014-01-29,LSRG,LSRG,LSRG,578.6,103030215,59613282399.0,0.33,1.0,33999971,19672383191.67,0.3,17482707.6,1604,0.017,0.0012,1.0621,-0.01,0.2239,RUB,3
IMOEX,2014-01-29,MAGN,MAGN,MAGN,7.26,11174330000,81125635800.0,0.14,1.0,1564406200,11357589012.0,0.17,56257155.1,3377,0.0109,-0.0009,0.8023,0.0,0.3078,RUB,3
IMOEX,2014-01-29,MFON,MFON,MFON,1046.0,620000000,648520000000.0,0.15,1.0,93000000,97278000000.0,1.47,37041652.0,1319,0.0178,-0.0008,0.758,0.0,0.1032,RUB,3
