indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2014-01-06,AFKS,AFKS,AFKS,2.3,3
IMOEX,2014-01-06,AFLT,AFLT,AFLT,0.45,3
IMOEX,2014-01-06,ALRS,ALRS,ALRS,0.86,3
IMOEX,2014-01-06,BANE,BANE,BANE,0.67,3
IMOEX,2014-01-06,BANEP,BANEP,BANEP,0.82,3
IMOEX,2014-01-06,BSPB,BSPB,BSPB,0.11,3
IMOEX,2014-01-06,CHMF,CHMF,CHMF,0.82,3
IMOEX,2014-01-06,DIXY,DIXY,DIXY,0.25,3
IMOEX,2014-01-06,EONR,EONR,EONR,0.4,3
IMOEX,2014-01-06,FEES,FEES,FEES,0.36,3
IMOEX,2014-01-06,GAZP,GAZP,GAZP,14.3,3
IMOEX,2014-01-06,GMKN,GMKN,GMKN,3.78,3
IMOEX,2014-01-06,HYDR,HYDR,HYDR,0.91,3
IMOEX,2014-01-06,IRAO,IRAO,IRAO,0.28,3
IMOEX,2014-01-06,KMAZ,KMAZ,KMAZ,0.08,3
IMOEX,2014-01-06,LKOH,LKOH,LKOH,13.23,3
IMOEX,2014-01-06,LSRG,LSRG,LSRG,0.3,3
IMOEX,2014-01-06,MAGN,MAGN,MAGN,0.17,3
IMOEX,2014-01-06,MFON,MFON,MFON,1.5,3
IMOEX,2014-01-06,MGNT,MGNT,MGNT,6.27,3
IMOEX,2014-01-06,MOEX,MOEX,MOEX,0.84,3
IMOEX,2014-01-06,MSRS,MSRS,MSRS,0.12,3
IMOEX,2014-01-06,MSTT,MSTT,MSTT,0.19,3
IMOEX,2014-01-06,MTLR,MTLR,MTLR,0.14,3
IMOEX,2014-01-06,MTLRP,MTLRP,MTLRP,0.04,3
IMOEX,2014-01-06,MTSS,MTSS,MTSS,4.81,3
IMOEX,2014-01-06,MVID,MVID,MVID,0.22,3
IMOEX,2014-01-06,NLMK,NLMK,NLMK,0.67,3
IMOEX,2014-01-06,NMTP,NMTP,NMTP,0.12,3
IMOEX,2014-01-06,NVTK,NVTK,NVTK,4.86,3
IMOEX,2014-01-06,PHOR,PHOR,PHOR,0.35,3
IMOEX,2014-01-06,PIKK,PIKK,PIKK,0.28,3
IMOEX,2014-01-06,POLY,POLY,POLY,0.91,3
IMOEX,2014-01-06,ROSN,ROSN,ROSN,4.66,3
IMOEX,2014-01-06,RSTI,RSTI,RSTI,0.26,3
IMOEX,2014-01-06,RTKM,RTKM,RTKM,1.38,3
IMOEX,2014-01-06,RTKMP,RTKMP,RTKMP,0.19,3
IMOEX,2014-01-06,RUALR,RUALR,RUALR,0.22,3
IMOEX,2014-01-06,SBER,SBER,SBER,13.48,3
IMOEX,2014-01-06,SBERP,SBERP,SBERP,1.05,3
IMOEX,2014-01-06,SNGS,SNGS,SNGS,3.36,3
IMOEX,2014-01-06,SNGSP,SNGSP,SNGSP,1.95,3
IMOEX,2014-01-06,SVAV,SVAV,SVAV,0.14,3
IMOEX,2014-01-06,TATN,TATN,TATN,2.11,3
IMOEX,2014-01-06,TATNP,TATNP,TATNP,0.26,3
IMOEX,2014-01-06,TRMK,TRMK,TRMK,0.36,3
IMOEX,2014-01-06,TRNFP,TRNFP,TRNFP,1.97,3
IMOEX,2014-01-06,URKA,URKA,URKA,3.11,3
IMOEX,2014-01-06,VSMO,VSMO,VSMO,0.37,3
IMOEX,2014-01-06,VTBR,VTBR,VTBR,3.7,3
