indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2013-12-03,AFKS,AFKS,AFKS,1.96,3
IMOEX,2013-12-03,AFLT,AFLT,AFLT,0.33,3
IMOEX,2013-12-03,ALRS,ALRS,ALRS,0.34,3
IMOEX,2013-12-03,BANE,BANE,BANE,0.62,3
IMOEX,2013-12-03,BANEP,BANEP,BANEP,0.74,3
IMOEX,2013-12-03,CHMF,CHMF,CHMF,0.77,3
IMOEX,2013-12-03,DIXY,DIXY,DIXY,0.26,3
IMOEX,2013-12-03,EONR,EONR,EONR,0.39,3
IMOEX,2013-12-03,FEES,FEES,FEES,0.3,3
IMOEX,2013-12-03,GAZP,GAZP,GAZP,14.97,3
IMOEX,2013-12-03,GMKN,GMKN,GMKN,3.48,3
IMOEX,2013-12-03,HYDR,HYDR,HYDR,0.89,3
IMOEX,2013-12-03,IRAO,IRAO,IRAO,0.22,3
IMOEX,2013-12-03,LKOH,LKOH,LKOH,13.76,3
IMOEX,2013-12-03,LSRG,LSRG,LSRG,0.28,3
IMOEX,2013-12-03,MAGN,MAGN,MAGN,0.18,3
IMOEX,2013-12-03,MFON,MFON,MFON,1.41,3
IMOEX,2013-12-03,MGNT,MGNT,MGNT,6.49,3
IMOEX,2013-12-03,MOEX,MOEX,MOEX,0.57,3
IMOEX,2013-12-03,MRKH,MRKH,MRKH,0.17,3
IMOEX,2013-12-03,MSNG,MSNG,MSNG,0.07,3
IMOEX,2013-12-03,MSRS,MSRS,MSRS,0.15,3
IMOEX,2013-12-03,MSTT,MSTT,MSTT,0.19,3
IMOEX,2013-12-03,MTLR,MTLR,MTLR,0.13,3
IMOEX,2013-12-03,MTLRP,MTLRP,MTLRP,0.06,3
IMOEX,2013-12-03,MTSS,MTSS,MTSS,4.6,3
IMOEX,2013-12-03,MVID,MVID,MVID,0.21,3
IMOEX,2013-12-03,NLMK,NLMK,NLMK,0.64,3
IMOEX,2013-12-03,NMTP,NMTP,NMTP,0.2,3
IMOEX,2013-12-03,NVTK,NVTK,NVTK,4.72,3
IMOEX,2013-12-03,PHOR,PHOR,PHOR,0.32,3
IMOEX,2013-12-03,PHST,PHST,PHST,0.22,3
IMOEX,2013-12-03,PIKK,PIKK,PIKK,0.25,3
IMOEX,2013-12-03,POLY,POLY,POLY,0.76,3
IMOEX,2013-12-03,ROSN,ROSN,ROSN,4.37,3
IMOEX,2013-12-03,RTKM,RTKM,RTKM,1.84,3
IMOEX,2013-12-03,RTKMP,RTKMP,RTKMP,0.22,3
IMOEX,2013-12-03,RUALR,RUALR,RUALR,0.21,3
IMOEX,2013-12-03,SBER,SBER,SBER,14.74,3
IMOEX,2013-12-03,SBERP,SBERP,SBERP,1.17,3
IMOEX,2013-12-03,SNGS,SNGS,SNGS,3.4,3
IMOEX,2013-12-03,SNGSP,SNGSP,SNGSP,1.85,3
IMOEX,2013-12-03,SVAV,SVAV,SVAV,0.13,3
IMOEX,2013-12-03,TATN,TATN,TATN,2.04,3
IMOEX,2013-12-03,TATNP,TATNP,TATNP,0.25,3
IMOEX,2013-12-03,TRMK,TRMK,TRMK,0.35,3
IMOEX,2013-12-03,TRNFP,TRNFP,TRNFP,1.93,3
IMOEX,2013-12-03,URKA,URKA,URKA,3.06,3
IMOEX,2013-12-03,VSMO,VSMO,VSMO,0.39,3
IMOEX,2013-12-03,VTBR,VTBR,VTBR,3.4,3
