indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2013-10-24,AFKS,AFKS,AFKS,1.74,3
IMOEX,2013-10-24,AFLT,AFLT,AFLT,0.29,3
IMOEX,2013-10-24,ALRS,ALRS,ALRS,0.33,3
IMOEX,2013-10-24,BANE,BANE,BANE,0.61,3
IMOEX,2013-10-24,BANEP,BANEP,BANEP,0.78,3
IMOEX,2013-10-24,CHMF,CHMF,CHMF,0.71,3
IMOEX,2013-10-24,DIXY,DIXY,DIXY,0.25,3
IMOEX,2013-10-24,EONR,EONR,EONR,0.4,3
IMOEX,2013-10-24,FEES,FEES,FEES,0.37,3
IMOEX,2013-10-24,GAZP,GAZP,GAZP,15.68,3
IMOEX,2013-10-24,GMKN,GMKN,GMKN,3.33,3
IMOEX,2013-10-24,HYDR,HYDR,HYDR,0.84,3
IMOEX,2013-10-24,IRAO,IRAO,IRAO,0.27,3
IMOEX,2013-10-24,LKOH,LKOH,LKOH,13.74,3
IMOEX,2013-10-24,LSRG,LSRG,LSRG,0.29,3
IMOEX,2013-10-24,MAGN,MAGN,MAGN,0.18,3
IMOEX,2013-10-24,MFON,MFON,MFON,1.59,3
IMOEX,2013-10-24,MGNT,MGNT,MGNT,5.9,3
IMOEX,2013-10-24,MOEX,MOEX,MOEX,0.56,3
IMOEX,2013-10-24,MRKH,MRKH,MRKH,0.21,3
IMOEX,2013-10-24,MSNG,MSNG,MSNG,0.08,3
IMOEX,2013-10-24,MSRS,MSRS,MSRS,0.16,3
IMOEX,2013-10-24,MSTT,MSTT,MSTT,0.19,3
IMOEX,2013-10-24,MTLR,MTLR,MTLR,0.21,3
IMOEX,2013-10-24,MTLRP,MTLRP,MTLRP,0.09,3
IMOEX,2013-10-24,MTSS,MTSS,MTSS,4.87,3
IMOEX,2013-10-24,MVID,MVID,MVID,0.19,3
IMOEX,2013-10-24,NLMK,NLMK,NLMK,0.66,3
IMOEX,2013-10-24,NMTP,NMTP,NMTP,0.24,3
IMOEX,2013-10-24,NVTK,NVTK,NVTK,4.73,3
IMOEX,2013-10-24,PHOR,PHOR,PHOR,0.33,3
IMOEX,2013-10-24,PHST,PHST,PHST,0.26,3
IMOEX,2013-10-24,PIKK,PIKK,PIKK,0.25,3
IMOEX,2013-10-24,POLY,POLY,POLY,0.85,3
IMOEX,2013-10-24,ROSN,ROSN,ROSN,4.53,3
IMOEX,2013-10-24,RTKM,RTKM,RTKM,1.86,3
IMOEX,2013-10-24,RTKMP,RTKMP,RTKMP,0.22,3
IMOEX,2013-10-24,RUALR,RUALR,RUALR,0.22,3
IMOEX,2013-10-24,SBER,SBER,SBER,14.59,3
IMOEX,2013-10-24,SBERP,SBERP,SBERP,1.1,3
IMOEX,2013-10-24,SNGS,SNGS,SNGS,3.48,3
IMOEX,2013-10-24,SNGSP,SNGSP,SNGSP,1.84,3
IMOEX,2013-10-24,SVAV,SVAV,SVAV,0.13,3
IMOEX,2013-10-24,TATN,TATN,TATN,2.1,3
IMOEX,2013-10-24,TATNP,TATNP,TATNP,0.24,3
IMOEX,2013-10-24,TRMK,TRMK,TRMK,0.34,3
IMOEX,2013-10-24,TRNFP,TRNFP,TRNFP,1.84,3
IMOEX,2013-10-24,URKA,URKA,URKA,3.02,3
IMOEX,2013-10-24,VSMO,VSMO,VSMO,0.27,3
IMOEX,2013-10-24,VTBR,VTBR,VTBR,3.06,3
