indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2013-09-26,AFKS,AFKS,AFKS,1.69,3
IMOEX,2013-09-26,AFLT,AFLT,AFLT,0.28,3
IMOEX,2013-09-26,ALRS,ALRS,ALRS,0.34,3
IMOEX,2013-09-26,BANE,BANE,BANE,0.61,3
IMOEX,2013-09-26,BANEP,BANEP,BANEP,0.7,3
IMOEX,2013-09-26,CHMF,CHMF,CHMF,0.74,3
IMOEX,2013-09-26,DIXY,DIXY,DIXY,0.26,3
IMOEX,2013-09-26,EONR,EONR,EONR,0.41,3
IMOEX,2013-09-26,FEES,FEES,FEES,0.4,3
IMOEX,2013-09-26,GAZP,GAZP,GAZP,15.38,3
IMOEX,2013-09-26,GMKN,GMKN,GMKN,3.3,3
IMOEX,2013-09-26,HYDR,HYDR,HYDR,0.88,3
IMOEX,2013-09-26,IRAO,IRAO,IRAO,0.31,3
IMOEX,2013-09-26,LKOH,LKOH,LKOH,13.98,3
IMOEX,2013-09-26,LSRG,LSRG,LSRG,0.28,3
IMOEX,2013-09-26,MAGN,MAGN,MAGN,0.19,3
IMOEX,2013-09-26,MFON,MFON,MFON,1.54,3
IMOEX,2013-09-26,MGNT,MGNT,MGNT,5.84,3
IMOEX,2013-09-26,MOEX,MOEX,MOEX,0.51,3
IMOEX,2013-09-26,MRKH,MRKH,MRKH,0.25,3
IMOEX,2013-09-26,MSNG,MSNG,MSNG,0.09,3
IMOEX,2013-09-26,MSRS,MSRS,MSRS,0.15,3
IMOEX,2013-09-26,MSTT,MSTT,MSTT,0.2,3
IMOEX,2013-09-26,MTLR,MTLR,MTLR,0.22,3
IMOEX,2013-09-26,MTLRP,MTLRP,MTLRP,0.1,3
IMOEX,2013-09-26,MTSS,MTSS,MTSS,4.64,3
IMOEX,2013-09-26,MVID,MVID,MVID,0.19,3
IMOEX,2013-09-26,NLMK,NLMK,NLMK,0.67,3
IMOEX,2013-09-26,NMTP,NMTP,NMTP,0.24,3
IMOEX,2013-09-26,NVTK,NVTK,NVTK,4.54,3
IMOEX,2013-09-26,PHOR,PHOR,PHOR,0.33,3
IMOEX,2013-09-26,PHST,PHST,PHST,0.25,3
IMOEX,2013-09-26,PIKK,PIKK,PIKK,0.26,3
IMOEX,2013-09-26,POLY,POLY,POLY,0.99,3
IMOEX,2013-09-26,ROSN,ROSN,ROSN,4.81,3
IMOEX,2013-09-26,RTKM,RTKM,RTKM,1.75,3
IMOEX,2013-09-26,RTKMP,RTKMP,RTKMP,0.22,3
IMOEX,2013-09-26,RUALR,RUALR,RUALR,0.21,3
IMOEX,2013-09-26,SBER,SBER,SBER,14.59,3
IMOEX,2013-09-26,SBERP,SBERP,SBERP,1.08,3
IMOEX,2013-09-26,SNGS,SNGS,SNGS,3.53,3
IMOEX,2013-09-26,SNGSP,SNGSP,SNGSP,1.82,3
IMOEX,2013-09-26,SVAV,SVAV,SVAV,0.12,3
IMOEX,2013-09-26,TATN,TATN,TATN,2.16,3
IMOEX,2013-09-26,TATNP,TATNP,TATNP,0.24,3
IMOEX,2013-09-26,TRMK,TRMK,TRMK,0.32,3
IMOEX,2013-09-26,TRNFP,TRNFP,TRNFP,1.86,3
IMOEX,2013-09-26,URKA,URKA,URKA,3.13,3
IMOEX,2013-09-26,VSMO,VSMO,VSMO,0.28,3
IMOEX,2013-09-26,VTBR,VTBR,VTBR,3.14,3
