indexid,tradedate,ticker,shortnames,secids,weight,tradingsession
IMOEX,2013-10-15,AFKS,AFKS,AFKS,1.76,3
IMOEX,2013-10-15,AFLT,AFLT,AFLT,0.27,3
IMOEX,2013-10-15,ALRS,ALRS,ALRS,0.32,3
IMOEX,2013-10-15,BANE,BANE,BANE,0.6,3
IMOEX,2013-10-15,BANEP,BANEP,BANEP,0.74,3
IMOEX,2013-10-15,CHMF,CHMF,CHMF,0.72,3
IMOEX,2013-10-15,DIXY,DIXY,DIXY,0.25,3
IMOEX,2013-10-15,EONR,EONR,EONR,0.41,3
IMOEX,2013-10-15,FEES,FEES,FEES,0.36,3
IMOEX,2013-10-15,GAZP,GAZP,GAZP,15.97,3
IMOEX,2013-10-15,GMKN,GMKN,GMKN,3.28,3
IMOEX,2013-10-15,HYDR,HYDR,HYDR,0.84,3
IMOEX,2013-10-15,IRAO,IRAO,IRAO,0.27,3
IMOEX,2013-10-15,LKOH,LKOH,LKOH,13.9,3
IMOEX,2013-10-15,LSRG,LSRG,LSRG,0.28,3
IMOEX,2013-10-15,MAGN,MAGN,MAGN,0.18,3
IMOEX,2013-10-15,MFON,MFON,MFON,1.56,3
IMOEX,2013-10-15,MGNT,MGNT,MGNT,5.79,3
IMOEX,2013-10-15,MOEX,MOEX,MOEX,0.56,3
IMOEX,2013-10-15,MRKH,MRKH,MRKH,0.2,3
IMOEX,2013-10-15,MSNG,MSNG,MSNG,0.08,3
IMOEX,2013-10-15,MSRS,MSRS,MSRS,0.15,3
IMOEX,2013-10-15,MSTT,MSTT,MSTT,0.18,3
IMOEX,2013-10-15,MTLR,MTLR,MTLR,0.22,3
IMOEX,2013-10-15,MTLRP,MTLRP,MTLRP,0.09,3
IMOEX,2013-10-15,MTSS,MTSS,MTSS,4.85,3
IMOEX,2013-10-15,MVID,MVID,MVID,0.18,3
IMOEX,2013-10-15,NLMK,NLMK,NLMK,0.66,3
IMOEX,2013-10-15,NMTP,NMTP,NMTP,0.22,3
IMOEX,2013-10-15,NVTK,NVTK,NVTK,4.56,3
IMOEX,2013-10-15,PHOR,PHOR,PHOR,0.34,3
IMOEX,2013-10-15,PHST,PHST,PHST,0.26,3
IMOEX,2013-10-15,PIKK,PIKK,PIKK,0.24,3
IMOEX,2013-10-15,POLY,POLY,POLY,0.77,3
IMOEX,2013-10-15,ROSN,ROSN,ROSN,4.69,3
IMOEX,2013-10-15,RTKM,RTKM,RTKM,1.75,3
IMOEX,2013-10-15,RTKMP,RTKMP,RTKMP,0.21,3
IMOEX,2013-10-15,RUALR,RUALR,RUALR,0.21,3
IMOEX,2013-10-15,SBER,SBER,SBER,14.55,3
IMOEX,2013-10-15,SBERP,SBERP,SBERP,1.07,3
IMOEX,2013-10-15,SNGS,SNGS,SNGS,3.56,3
IMOEX,2013-10-15,SNGSP,SNGSP,SNGSP,1.88,3
IMOEX,2013-10-15,SVAV,SVAV,SVAV,0.12,3
IMOEX,2013-10-15,TATN,TATN,TATN,2.15,3
IMOEX,2013-10-15,TATNP,TATNP,TATNP,0.24,3
IMOEX,2013-10-15,TRMK,TRMK,TRMK,0.31,3
IMOEX,2013-10-15,TRNFP,TRNFP,TRNFP,1.87,3
IMOEX,2013-10-15,URKA,URKA,URKA,2.91,3
IMOEX,2013-10-15,VSMO,VSMO,VSMO,0.27,3
IMOEX,2013-10-15,VTBR,VTBR,VTBR,3.08,3
