indexid,tradedate,ticker,shortnames,secids,waprice,issue_size_total,cap_total,ff_factor,w_factor,issue_size_index,cap_index,weight,value,num_trades,volatility,factora,factorb,influence,determinat,currencyid,tradingsession
IMOEX,2013-09-03,AFKS,AFKS,AFKS,29.919,9650000000,288718350000.0,0.36,1.0,3474000000,103938606000.0,1.7,30627954.5,816,0.0127,0.0008,0.1044,-0.02,0.0061,RUB,3
IMOEX,2013-09-03,AFLT,AFLT,AFLT,47.71,1110616299,52987503625.29,0.32,1.0,355397216,16956001160.09,0.28,87082380.0,1714,0.014,-0.0036,0.3547,0.0,0.0579,RUB,3
IMOEX,2013-09-03,AKRN,AKRN,AKRN,999.8,40534000,40525893200.0,0.13,1.0,5269420,5268366116.0,0.09,6672125.6,386,0.0183,-0.005,0.823,0.0,0.1825,RUB,3
IMOEX,2013-09-03,ALRS,ALRS,ALRS,33.198,7364965630,244502128984.74,0.09,1.0,662846907,22005191608.63,0.36,41523227.5,321,0.0066,-0.0009,0.122,0.0,0.0307,RUB,3
IMOEX,2013-09-03,BANE,BANE,BANE,1920.0,188710587,362324327040.0,0.12,1.0,22645270,43478919244.8,0.71,28616198.3,1527,0.0116,0.0,0.1802,0.01,0.0219,RUB,3
IMOEX,2013-09-03,BANEP,BANEP,BANEP,1205.7,38673878,46629094704.6,1.0,1.0,38673878,46629094704.6,0.76,13721955.1,2364,0.0202,0.0057,0.7602,0.0,0.1286,RUB,3
IMOEX,2013-09-03,CHMF,CHMF,CHMF,276.7,837718660,231796753222.0,0.21,1.0,175920919,48677318176.62,0.79,259744877.0,4540,0.0209,0.0049,1.5276,0.0,0.484,RUB,3
IMOEX,2013-09-03,DIXY,DIXY,DIXY,432.0,124750000,53892000000.0,0.33,1.0,41167500,17784360000.0,0.29,10981544.0,632,0.0171,-0.0014,0.3709,0.01,0.0424,RUB,3
IMOEX,2013-09-03,EONR,EONR,EONR,2.5075,63048706145,158094630658.59,0.18,1.0,11348767106,28457033518.55,0.46,23175087.7,1096,0.0142,0.0009,0.6699,0.01,0.201,RUB,3
IMOEX,2013-09-03,FEES,FEES,FEES,0.1059,1260386658740,133474947160.57,0.21,1.0,264681198335,28029738903.72,0.46,199303680.5,6925,0.0247,-0.0007,1.3628,0.0,0.2759,RUB,3
IMOEX,2013-09-03,GAZP,GAZP,GAZP,131.5,23673512900,3113066946350.0,0.46,0.6855614,7465637457,981731325655.37,16.03,4107731160.7,31867,0.0146,0.003,1.3011,0.01,0.7206,RUB,3
IMOEX,2013-09-03,GMKN,GMKN,GMKN,4416.0,172156822,760244525952.0,0.28,1.0,48203910,212868467266.56,3.48,778798907.0,9273,0.0159,-0.0023,1.2349,0.01,0.5441,RUB,3
IMOEX,2013-09-03,HYDR,HYDR,HYDR,0.5516,317637520094,175208856083.85,0.34,1.0,107996756832,59571011068.51,0.97,263476223.2,6873,0.0164,0.0013,0.9077,0.0,0.2777,RUB,3
IMOEX,2013-09-03,IRAO,IRAO,IRAO,0.0117,10440000997683,122022731660.92,0.18,1.0,1879200179583,21964091698.97,0.36,49574788.1,3101,0.0157,-0.0028,1.252,0.0,0.5712,RUB,3
IMOEX,2013-09-03,LKOH,LKOH,LKOH,1942.5,850563255,1652219122837.5,0.57,0.9289614,450380046,874863239990.97,14.28,1490892654.0,13962,0.0103,0.0001,0.8742,-0.02,0.6484,RUB,3
IMOEX,2013-09-03,LSRG,LSRG,LSRG,565.0,103030215,58212071475.0,0.33,1.0,33999971,19209983586.75,0.31,2893489.7,451,0.0162,-0.0001,0.6837,0.0,0.1616,RUB,3
IMOEX,2013-09-03,MAGN,MAGN,MAGN,8.019,11174330000,89606952270.0,0.14,1.0,1564406200,12544973317.8,0.2,37490650.2,1446,0.0156,0.0004,1.2186,0.0,0.5515,RUB,3
IMOEX,2013-09-03,MGNT,MGNT,MGNT,7500.0,94561355,709210162500.0,0.54,0.9289614,47435678,355767587343.0,5.81,526026960.5,6543,0.0218,-0.0001,1.1117,-0.05,0.2354,RUB,3
IMOEX,2013-09-03,MOEX,MOEX,MOEX,61.65,2378489153,146633856282.45,0.25,1.0,594622288,36658464070.61,0.6,71936303.4,1029,0.0161,0.0025,0.7368,0.01,0.1895,RUB,3
IMOEX,2013-09-03,MRKH,MRKH,MRKH,1.017,47871694416,48685513221.07,0.3,1.0,14361508325,14605653966.32,0.24,354549767.0,7253,0.0243,-0.0027,1.2543,0.0,0.2417,RUB,3
IMOEX,2013-09-03,MSNG,MSNG,MSNG,1.0936,39749359700,43469899767.92,0.15,1.0,5962403955,6520484965.19,0.11,11123955.3,962,0.0148,-0.0005,1.168,0.0,0.5665,RUB,3
IMOEX,2013-09-03,MSRS,MSRS,MSRS,1.0937,48707091574,53270946054.48,0.18,1.0,8767276483,9588770289.81,0.16,995343.6,138,0.0168,-0.0031,1.0283,0.0,0.3403,RUB,3
IMOEX,2013-09-03,MSTT,MSTT,MSTT,138.0,282215500,38945739000.0,0.3,1.0,84664650,11683721700.0,0.19,1972416.6,330,0.0117,-0.0017,0.4777,0.0,0.1516,RUB,3
IMOEX,2013-09-03,MTLR,MTLR,MTLR,98.4,416270745,40961041308.0,0.35,1.0,145694761,14336364457.8,0.23,40068137.1,2356,0.0187,-0.0003,1.12,0.0,0.3237,RUB,3
IMOEX,2013-09-03,MTLRP,MTLRP,MTLRP,51.8,138756915,7187608197.0,0.9,1.0,124881224,6468847377.3,0.11,2580078.6,566,0.0148,-0.0012,0.9026,0.0,0.3367,RUB,3
IMOEX,2013-09-03,MTSS,MTSS,MTSS,286.0,2066413562,590994278732.0,0.49,1.0,1012542645,289587196578.68,4.73,360414601.3,6175,0.014,0.0013,0.8118,0.05,0.3033,RUB,3
IMOEX,2013-09-03,MVID,MVID,MVID,281.0,179768227,50514871787.0,0.26,1.0,46739739,13133866664.62,0.21,108843916.2,1216,0.0176,0.0028,0.7663,0.01,0.1721,RUB,3
IMOEX,2013-09-03,NLMK,NLMK,NLMK,52.79,5993227240,316382465999.6,0.14,1.0,839051814,44293545239.94,0.72,105395597.6,3887,0.0196,0.0033,1.1835,-0.01,0.3282,RUB,3
IMOEX,2013-09-03,NMTP,NMTP,NMTP,3.3357,19259815400,64244966229.78,0.3,1.0,5777944620,19273489868.93,0.31,2570815.6,411,0.0229,0.0034,0.5087,0.0,0.0447,RUB,3
IMOEX,2013-09-03,NVTK,NVTK,NVTK,369.33,3036306000,1121398894980.0,0.27,1.0,819802620,302777701644.6,4.94,266270862.7,6210,0.0149,0.0005,0.9973,0.1,0.4062,RUB,3
IMOEX,2013-09-03,PHOR,PHOR,PHOR,928.0,124477080,115514730240.0,0.1,1.0,12447708,11551473024.0,0.19,16048916.4,467,0.022,-0.0056,1.1743,0.0,0.2584,RUB,3
IMOEX,2013-09-03,PHST,PHST,PHST,1646.4,37792603,62221741579.2,0.41,1.0,15494967,25510914047.47,0.42,5962534.9,336,0.0419,-0.0047,0.2439,0.0,0.0031,RUB,3
IMOEX,2013-09-03,PIKK,PIKK,PIKK,63.42,493260384,31282573553.28,0.33,1.0,162775927,10323249272.58,0.17,1591817.8,318,0.0172,-0.0001,0.6177,0.0,0.1172,RUB,3
IMOEX,2013-09-03,RASP,RASP,RASP,29.24,703191442,20561317764.08,0.18,1.0,126574460,3701037197.53,0.06,29316398.8,1843,0.0205,-0.0018,1.0519,0.0,0.2378,RUB,3
IMOEX,2013-09-03,ROSN,ROSN,ROSN,245.39,10598177817,2600686854513.63,0.12,1.0,1271781338,312082422541.64,5.1,882478953.6,8351,0.0119,0.0011,0.9368,0.02,0.5608,RUB,3
IMOEX,2013-09-03,RTKM,RTKM,RTKM,102.09,2943258269,300477236682.21,0.43,1.0,1265601056,129205211773.35,2.11,556301423.4,10530,0.0234,0.0023,1.3016,0.06,0.2798,RUB,3
IMOEX,2013-09-03,RTKMP,RTKMP,RTKMP,72.51,242831469,17607709817.19,1.0,1.0,242831469,17607709817.19,0.29,16028408.0,524,0.0372,0.0005,0.9917,0.0,0.0641,RUB,3
IMOEX,2013-09-03,RUALR,RUALR,RUALR,94.99,2000000000,189980000000.0,0.08,1.0,160000000,15198400000.0,0.25,3977058.4,375,0.0222,-0.0064,0.8705,-0.01,0.1387,RUB,3
IMOEX,2013-09-03,SBER,SBER,SBER,90.45,21586948000,1952539446600.0,0.48,0.8205782,8502613888,769061426169.61,12.56,7953901498.3,46390,0.0148,-0.0017,1.2716,0.06,0.6691,RUB,3
IMOEX,2013-09-03,SBERP,SBERP,SBERP,70.4,1000000000,70400000000.0,1.0,0.8205782,820578200,57768705280.0,0.94,569396407.0,6512,0.0142,-0.0008,1.148,0.01,0.5913,RUB,3
IMOEX,2013-09-03,SNGS,SNGS,SNGS,26.598,35725994705,950240007163.59,0.25,0.9289614,8297017514,220684071847.67,3.6,698266105.2,10233,0.0123,0.0,0.9084,0.03,0.4898,RUB,3
IMOEX,2013-09-03,SNGSP,SNGSP,SNGSP,22.275,7701998235,171562010684.62,0.73,0.9289614,5223047116,116343374511.66,1.9,242326009.1,5772,0.0097,0.0015,0.3729,0.0,0.1343,RUB,3
IMOEX,2013-09-03,SVAV,SVAV,SVAV,648.0,34270159,22207063032.0,0.34,1.0,11651854,7550401430.88,0.12,3616415.0,271,0.0175,-0.0018,0.4809,0.0,0.0686,RUB,3
