indexid,tradedate,ticker,shortnames,secids,waprice,issue_size_total,cap_total,ff_factor,w_factor,issue_size_index,cap_index,weight,value,num_trades,volatility,factora,factorb,influence,determinat,currencyid,tradingsession
IMOEX,2013-09-02,AFKS,AFKS,AFKS,30.19,9650000000,291333500000.0,0.36,1.0,3474000000,104880060000.0,1.72,12367400.2,417,0.0126,0.0011,0.1071,-0.01,0.0065,RUB,3
IMOEX,2013-09-02,AFLT,AFLT,AFLT,48.5,1110616299,53864890501.5,0.32,1.0,355397216,17236764960.48,0.28,88949782.0,2033,0.0141,-0.0028,0.3349,0.0,0.0512,RUB,3
IMOEX,2013-09-02,AKRN,AKRN,AKRN,1004.4,40534000,40712349600.0,0.13,1.0,5269420,5292605448.0,0.09,4765223.0,334,0.0183,-0.0048,0.8175,0.0,0.1813,RUB,3
IMOEX,2013-09-02,ALRS,ALRS,ALRS,33.0,7364965630,243043865790.0,0.09,1.0,662846907,21873947921.1,0.36,22997872.7,266,0.0068,-0.0007,0.0969,0.0,0.0182,RUB,3
IMOEX,2013-09-02,BANE,BANE,BANE,1906.0,188710587,359682378822.0,0.12,1.0,22645270,43161885458.64,0.71,16383657.4,240,0.0116,0.0,0.1695,0.0,0.0196,RUB,3
IMOEX,2013-09-02,BANEP,BANEP,BANEP,1203.0,38673878,46524675234.0,1.0,1.0,38673878,46524675234.0,0.76,13411487.0,380,0.0201,0.0059,0.7588,0.0,0.1291,RUB,3
IMOEX,2013-09-02,CHMF,CHMF,CHMF,277.3,837718660,232299384418.0,0.21,1.0,175920919,48782870727.78,0.8,232486616.0,3105,0.0212,0.0047,1.5643,0.0,0.4933,RUB,3
IMOEX,2013-09-02,DIXY,DIXY,DIXY,424.01,124750000,52895247500.0,0.33,1.0,41167500,17455431675.0,0.29,11801816.1,552,0.0172,-0.0012,0.3231,-0.01,0.0322,RUB,3
IMOEX,2013-09-02,EONR,EONR,EONR,2.4776,63048706145,156209474344.85,0.18,1.0,11348767106,28117705382.07,0.46,32291605.9,567,0.0141,0.0007,0.6666,0.0,0.2021,RUB,3
IMOEX,2013-09-02,FEES,FEES,FEES,0.1049,1260386658740,132189352768.65,0.21,1.0,264681198335,27759764081.42,0.46,154076083.2,5454,0.0246,-0.0006,1.3511,0.0,0.2738,RUB,3
IMOEX,2013-09-02,GAZP,GAZP,GAZP,131.45,23673512900,3111883270705.0,0.46,0.6855614,7465637457,981358043782.5,16.1,2097916018.6,14620,0.015,0.0027,1.3319,-0.06,0.7141,RUB,3
IMOEX,2013-09-02,GMKN,GMKN,GMKN,4409.0,172156822,759039428198.0,0.28,1.0,48203910,212531039895.44,3.49,481151775.0,6101,0.0159,-0.002,1.2201,0.03,0.5348,RUB,3
IMOEX,2013-09-02,HYDR,HYDR,HYDR,0.5488,317637520094,174319471027.59,0.34,1.0,107996756832,59268620149.38,0.97,109763190.1,4279,0.0164,0.0015,0.8962,0.01,0.2726,RUB,3
IMOEX,2013-09-02,IRAO,IRAO,IRAO,0.0117,10440000997683,122221091679.87,0.18,1.0,1879200179583,21999796502.38,0.36,25086281.1,1473,0.0158,-0.0025,1.2371,0.0,0.5609,RUB,3
IMOEX,2013-09-02,LKOH,LKOH,LKOH,1945.1,850563255,1654430587300.5,0.57,0.9289614,450380046,876034228111.43,14.37,735250938.0,8009,0.0103,0.0002,0.8778,0.15,0.6551,RUB,3
IMOEX,2013-09-02,LSRG,LSRG,LSRG,566.1,103030215,58325404711.5,0.33,1.0,33999971,19247383554.8,0.32,2200970.7,337,0.0164,-0.0003,0.7084,0.0,0.1696,RUB,3
IMOEX,2013-09-02,MAGN,MAGN,MAGN,8.008,11174330000,89484034640.0,0.14,1.0,1564406200,12527764849.6,0.21,15922650.7,835,0.0161,0.0,1.2476,0.0,0.5495,RUB,3
IMOEX,2013-09-02,MGNT,MGNT,MGNT,7566.7,94561355,715517404878.5,0.54,0.9289614,47435678,358931547086.44,5.89,537493571.0,4978,0.0219,0.0007,1.0877,0.1,0.2252,RUB,3
IMOEX,2013-09-02,MOEX,MOEX,MOEX,61.05,2378489153,145206762790.65,0.25,1.0,594622288,36301690697.66,0.6,58404225.7,699,0.0161,0.0026,0.7235,0.0,0.1845,RUB,3
IMOEX,2013-09-02,MRKH,MRKH,MRKH,1.003,47871694416,48015309499.25,0.3,1.0,14361508325,14404592849.77,0.24,241617848.0,5319,0.0242,-0.0026,1.2272,0.0,0.2348,RUB,3
IMOEX,2013-09-02,MSNG,MSNG,MSNG,1.0808,39749359700,42961107963.76,0.15,1.0,5962403955,6444166194.56,0.11,6048011.3,597,0.0147,-0.0007,1.1661,0.0,0.5702,RUB,3
IMOEX,2013-09-02,MSRS,MSRS,MSRS,1.1042,48707091574,53782370516.01,0.18,1.0,8767276483,9680826692.88,0.16,4059702.4,169,0.0169,-0.0024,1.0009,0.0,0.319,RUB,3
IMOEX,2013-09-02,MSTT,MSTT,MSTT,138.34,282215500,39041692270.0,0.3,1.0,84664650,11712507681.0,0.19,2227930.4,276,0.0136,-0.0005,0.4063,0.0,0.0813,RUB,3
IMOEX,2013-09-02,MTLR,MTLR,MTLR,97.5,416270745,40586397637.5,0.35,1.0,145694761,14205239173.13,0.23,19951259.2,1181,0.0187,-0.0004,1.122,0.0,0.3262,RUB,3
IMOEX,2013-09-02,MTLRP,MTLRP,MTLRP,52.2,138756915,7243110963.0,0.9,1.0,124881224,6518799866.7,0.11,3882715.9,510,0.0153,-0.0014,0.9389,0.0,0.3448,RUB,3
IMOEX,2013-09-02,MTSS,MTSS,MTSS,283.01,2066413562,584815702181.62,0.49,1.0,1012542645,286559694068.99,4.7,245963385.2,3929,0.014,0.0013,0.8032,-0.08,0.3011,RUB,3
