iter	RMSE
149	120.857321
150	120.5780797
151	120.0007316
152	119.6915162
153	119.3692918
154	118.4988937
155	118.0880047
156	117.7609507
157	117.2554999
158	116.8102395
159	115.9791479
160	115.6816515
161	115.2186978
162	114.5369424
163	113.7910768
164	113.1015661
165	112.4010825
166	112.0196688
167	111.212754
168	110.828361
169	110.494693
170	110.2451864
171	109.6837827
172	109.4250529
173	108.7439458
174	108.1224292
175	107.5376733
176	106.8321091
177	106.4008305
178	105.9808129
179	105.4329315
180	105.1605948
181	104.7544546
182	104.2342607
183	103.9751744
184	103.5772362
185	103.4216723
186	103.1133328
187	102.5028624
188	102.0053843
189	101.6411411
190	101.2389947
191	100.6447358
192	100.0537611
193	99.70325432
194	99.47496265
195	99.02357126
196	98.81910465
197	98.46470696
198	97.94741645
199	97.50473036
200	97.15415173
201	96.58853082
202	96.13453301
203	95.80218749
204	95.49132214
205	95.12961673
206	94.79923265
207	94.35789105
208	93.84983389
209	93.53279396
210	93.31971434
211	93.03709379
212	92.72573075
213	92.45794331
214	92.25210629
215	91.91880681
216	91.74966513
217	91.30185639
218	90.8544413
219	90.53759409
220	90.36697449
221	90.09415976
222	89.92469426
223	89.52641212
224	89.28896065
225	88.95514135
226	88.6939586
227	88.53357402
228	88.29268722
229	88.05661207
230	87.84705575
231	87.45809099
232	87.02869194
233	87.01329569
234	86.79224066
235	86.38933855
236	86.30676859
237	86.12597463
238	86.02815436
239	85.68079015
240	85.46440993
241	85.42108894
242	85.34428776
243	85.15132442
244	85.08202895
245	85.00952434
246	84.83379222
247	84.72517075
248	84.48429134
249	84.29592878
250	84.21101819
251	84.04400569
252	83.97867934
253	83.83096052
254	83.74028025
255	83.57734819
256	83.21753519
257	83.20458398
258	82.69639422
259	82.37647837
260	82.31770609
261	82.21041058
262	82.03968222
263	81.96995902
264	81.83559332
265	81.76787755
266	81.75112658
267	81.70050414
268	81.54195222
269	81.20764644
270	80.88349419
271	80.82453848
272	80.55199347
273	80.48807654
274	80.42659983
275	80.10174609
276	79.7284977
277	79.71744222
278	79.67539794
279	79.61562542
280	79.60154964
281	79.55064491
282	79.40228958
283	78.95400847
284	78.89583595
285	78.84878098
286	78.48446522
287	78.35219156
288	78.32952754
289	78.30642185
290	78.1046221
291	77.80709575
292	77.79317295
293	77.76048826
294	77.29864022
295	77.27748939
296	77.2327535
297	77.21216332
298	77.19216824
299	77.17208602
300	77.12503377
301	77.11435501
302	76.6937633
303	76.64496375
304	76.21921321
305	76.1657344
306	76.0365459
307	75.62791081
308	75.57774828
309	75.5571851
310	75.44422582
311	75.16573567
312	75.12191704
313	75.08323681
314	75.06335224
315	75.04388498
316	75.0271079
317	75.00800954
318	74.95637728
319	74.69074808
320	74.45080008
321	74.08320077
322	74.04594449
323	73.86127131
324	73.63118893
325	73.41238029
326	73.39341945
327	73.35175235
328	73.23990793
329	72.88554618
330	72.69716247
331	72.53404898
332	72.31896442
333	72.30027015
334	72.12718732
335	72.11101918
336	71.94766038
337	71.74440105
338	71.46672353
339	71.4570246
340	71.43881764
341	71.40242529
342	71.36618566
343	71.07135638
344	71.05302069
345	70.76155706
346	70.65380572
347	70.63304883
348	70.62443974
349	70.61721991
350	70.61061061
351	70.45094541
352	70.43641196
353	70.42194116
354	70.23866025
355	70.10768492
356	69.94002215
357	69.73775072
358	69.60068811
359	69.58331244
360	69.52682277
361	69.50997496
362	69.33873099
363	69.18252889
364	68.99409808
365	68.96727643
366	68.75799719
367	68.60296163
368	68.45192034
369	68.40983901
370	68.39302417
371	68.37431157
372	68.21580923
373	68.09315799
374	68.01649621
375	67.74160093
376	67.70294637
377	67.5509017
378	67.53487843
379	67.26695424
380	67.14188047
381	66.98704051
382	66.93133784
383	66.80163114
384	66.6644995
385	66.42501643
386	66.40516454
387	66.26868685
388	66.25278404
389	66.12075254
390	65.88527554
391	65.67178217
392	65.53853963
393	65.44783309
394	65.42832822
395	65.42019614
396	65.24580415
397	65.23013345
398	65.11600671
399	65.01670355
400	64.91157002
401	64.88657336
402	64.77417808
403	64.66607027
404	64.54437532
405	64.33263237
406	64.21407284
407	64.12854633
408	64.12281045
409	64.11482992
410	64.06763691
411	64.02655859
412	63.99990242
413	63.88450853
414	63.86578741
415	63.84702816
416	63.7662762
417	63.58670253
418	63.49914579
419	63.41936122
420	63.40452956
421	63.21424505
422	63.10314786
423	63.07288368
424	62.95749945
425	62.85412016
426	62.84592699
427	62.68460195
428	62.52764703
429	62.41911063
430	62.31999745
431	62.24192606
432	62.18599
433	62.16783817
434	62.15357017
435	62.13045893
436	62.02677594
437	61.97390534
438	61.90089264
439	61.73320966
440	61.54010217
441	61.51061918
442	61.46885146
443	61.38078371
444	61.24164353
445	61.21254346
446	61.19875893
447	61.18181835
448	61.07558436
449	61.01180065
450	60.99843075
451	60.97621546
452	60.89836141
453	60.87396372
454	60.82442754
455	60.81126877
456	60.76363671
457	60.68432464
458	60.57256663
459	60.56620045
460	60.48447775
461	60.47768799
462	60.38144065
463	60.35988374
464	60.31818522
465	60.29743927
466	60.21858998
467	60.12101836
468	59.98660805
469	59.91110616
470	59.8900694
471	59.70609795
472	59.69003458
473	59.62444913
474	59.5209691
475	59.3584212
476	59.29389938
477	59.27313455
478	59.20859556
479	59.09984534
480	58.98733508
481	58.87387965
482	58.80101939
483	58.78050831
484	58.69206942
485	58.58332277
486	58.5176778
487	58.47796718
488	58.40281797
489	58.3734268
490	58.3469522
491	58.19417197
492	58.05171215
493	57.98287645
494	57.96712058
495	57.87436863
496	57.80862478
497	57.66599773
498	57.58663218
499	57.51963918
500	57.47991854
501	57.47228007
502	57.4524556
503	57.37325182
504	57.28342221
505	57.20564075
506	57.14362574
507	57.03426926
508	56.99597855
509	56.89378841
510	56.82215152
511	56.78532702
512	56.74754279
513	56.73179104
514	56.61763519
515	56.54878668
516	56.54143921
517	56.52445973
518	56.51727265
519	56.44253524
520	56.38226637
521	56.36695109
522	56.32772169
523	56.24411863
524	56.17111585
525	56.13583411
526	56.13060227
527	56.11557604
528	56.08456871
529	56.01574455
530	55.93644189
531	55.90321747
532	55.78580596
533	55.7622507
534	55.73760749
535	55.65633293
536	55.65071594
537	55.61791317
538	55.56708025
539	55.47915736
540	55.46471617
541	55.38008304
542	55.36587337
543	55.30598751
544	55.30001593
545	55.15310211
546	55.13915134
547	55.10330507
548	55.03318294
549	54.9082541
550	54.87831158
551	54.86454547
552	54.83514118
553	54.82161615
554	54.79776384
555	54.71341697
556	54.69313232
557	54.66188114
558	54.5773251
559	54.51308631
560	54.44412563
561	54.41913375
562	54.40596921
563	54.31339223
564	54.21858601
565	54.15416975
566	54.0876455
567	54.05929162
568	54.02892264
569	53.96768315
570	53.90705359
571	53.87523188
572	53.86217972
573	53.80050879
574	53.78768071
575	53.71672783
576	53.58921302
577	53.52699625
578	53.5154394
579	53.40481556
580	53.39373002
581	53.32593586
582	53.27992059
583	53.2191886
584	53.14805981
585	53.08079776
586	53.03724181
587	52.97183362
588	52.90277881
589	52.76155107
590	52.6616874
591	52.637431
592	52.55870977
593	52.43223249
594	52.40784561
595	52.34222524
596	52.27526002
597	52.17796143
598	52.11054613
599	52.02933644
600	51.96164211
601	51.92166681
602	51.86582657
603	51.74320252
604	51.73766544
605	51.72488911
606	51.65103653
607	51.62084406
608	51.56634957
609	51.53845859
610	51.51583958
611	51.50815243
612	51.4259256
613	51.31812287
614	51.31059566
615	51.20867817
616	51.15355433
617	51.12210605
618	51.1095549
619	51.07871888
620	51.02586229
621	50.97405524
622	50.89614548
623	50.82955877
624	50.76720363
625	50.67696101
626	50.62866884
627	50.53886381
628	50.52633046
629	50.44210793
630	50.39698782
631	50.39092517
632	50.37499814
633	50.36792902
634	50.32110977
635	50.27352503
636	50.25159219
637	50.20767559
638	50.14939341
639	50.13620989
640	50.03257164
641	49.990348
642	49.89559517
643	49.89061102
644	49.86517256
645	49.84621699
646	49.76665049
647	49.76176249
648	49.74141231
649	49.69945544
650	49.69566963
651	49.67701278
652	49.6650062
653	49.64247752
654	49.63867424
655	49.60277507
656	49.53595284
657	49.49187172
658	49.44534001
659	49.42756143
660	49.34441271
661	49.30726322
662	49.28316781
663	49.27142204
664	49.26670692
665	49.22027569
666	49.18077573
667	49.17447185
668	49.15702693
669	49.09187985
670	49.01541717
671	48.95051036
672	48.94761533
673	48.92479548
674	48.83318079
675	48.80108641
676	48.70158544
677	48.66688802
678	48.65196673
679	48.64811778
680	48.63400454
681	48.62296066
682	48.53655852
683	48.52607002
684	48.48893569
685	48.47351577
686	48.42309547
687	48.37631674
688	48.35432422
689	48.2880235
690	48.23916694
691	48.1705571
692	48.13471062
693	48.03697784
694	47.98358418
695	47.90478851
696	47.83512209
697	47.77183288
698	47.72492477
699	47.70368167
700	47.70025591
701	47.68867148
702	47.67982323
703	47.61939077
704	47.56143166
705	47.54801847
706	47.52800692
707	47.49174717
708	47.43493939
709	47.35158009
710	47.27220927
711	47.23995045
712	47.17165841
713	47.1628731
714	47.07466202
715	47.05301573
716	47.00688876
717	46.98908541
718	46.96884013
719	46.95163897
720	46.86840863
721	46.85150763
722	46.83765372
723	46.82308
724	46.77004196
725	46.76141817
726	46.75052236
727	46.71301
728	46.64642874
729	46.61768551
730	46.560296
731	46.54630304
732	46.48666289
733	46.43590109
734	46.38300225
735	46.32541909
736	46.30920806
737	46.22011438
738	46.20369339
739	46.17101077
740	46.14021611
741	46.08457501
742	46.04088704
743	45.96125545
744	45.94078273
745	45.92136173
746	45.87167916
747	45.86329537
748	45.85506049
749	45.79256808
750	45.71685132
751	45.70658926
752	45.69067213
753	45.68099461
754	45.62576139
755	45.61133795
756	45.56150446
757	45.54584414
758	45.47408693
759	45.4471855
760	45.37012646
761	45.35116051
762	45.25523001
763	45.16495199
764	45.11550851
765	45.08813761
766	45.06806555
767	45.05496145
768	45.0042784
769	44.97028904
770	44.95983243
771	44.94429945
772	44.89422633
773	44.87499454
774	44.85656245
775	44.84402582
776	44.77585099
777	44.76098618
778	44.74917339
779	44.73770889
780	44.71470006
781	44.68192367
782	44.61871745
783	44.53405239
784	44.51555334
785	44.46389132
786	44.40795106
787	44.37725647
788	44.33496322
789	44.32578908
790	44.30811451
791	44.25567691
792	44.24512276
793	44.20522802
794	44.16546512
795	44.15462667
796	44.0818542
797	44.03663902
798	44.00914553
799	43.99187548
800	43.97717992
801	43.95997727
802	43.92923752
803	43.91094393
804	43.88125062
805	43.84076631
806	43.78214023
807	43.71454617
808	43.69946367
809	43.66420016
810	43.60046216
811	43.587446
812	43.5763148
813	43.56115863
814	43.52691911
815	43.51484042
816	43.43256135
817	43.42074027
818	43.40322667
819	43.33179762
820	43.28261656
821	43.2653534
822	43.20939767
823	43.20176523
824	43.17145433
825	43.16047004
826	43.15060529
827	43.14318071
828	43.06431435
829	43.05371462
830	43.01615614
831	42.93778573
832	42.92410887
833	42.89237101
834	42.83658136
835	42.81852043
836	42.81036258
837	42.74828051
838	42.72588685
839	42.71825931
840	42.70684169
841	42.69530383
842	42.62133026
843	42.56162304
844	42.5495477
845	42.48098516
846	42.40026133
847	42.34728979
848	42.33667412
849	42.3215825
850	42.2499275
851	42.22854942
852	42.19117889
853	42.16922248
854	42.15927454
855	42.14244719
856	42.12589973
857	42.10968455
858	42.08958904
859	42.01856263
860	41.97673239
861	41.89728945
862	41.8722229
863	41.80373888
864	41.78816336
865	41.77822784
866	41.75215721
867	41.73196055
868	41.71930282
869	41.70309927
870	41.69326479
871	41.62341676
872	41.55981665
873	41.52173288
874	41.50604407
875	41.49095435
876	41.4463314
877	41.4195195
878	41.35504814
879	41.31532085
880	41.29961913
881	41.28734321
882	41.24671426
883	41.17260532
884	41.15935562
885	41.13750793
886	41.12795383
887	41.07034971
888	41.06444567
889	41.04734718
890	40.99827589
891	40.94375897
892	40.90431547
893	40.8322341
894	40.79411287
895	40.75935593
896	40.7499355
897	40.7342077
898	40.71487344
899	40.67852134
900	40.62136058
901	40.60739215
902	40.59034258
903	40.55452086
904	40.54401333
905	40.53270317
906	40.52299447
907	40.50757576
908	40.4965335
909	40.48639848
910	40.4178281
911	40.38281036
912	40.36350446
913	40.3527972
914	40.33857558
915	40.31403995
916	40.2762443
917	40.26809092
918	40.20358881
919	40.18959384
920	40.12811041
921	40.08164017
922	40.07272422
923	40.06122648
924	40.01294462
925	39.9891456
926	39.9792886
927	39.97091612
928	39.90800316
929	39.88546065
930	39.82528824
931	39.81713369
932	39.7826833
933	39.72953567
934	39.69845823
935	39.68974981
936	39.67079969
937	39.65689438
938	39.63411235
939	39.61564408
940	39.58483503
941	39.5521716
942	39.51905254
943	39.46923696
944	39.4590826
945	39.42634846
946	39.41724676
947	39.40829381
948	39.34766883
949	39.29790254
950	39.23650955
951	39.20539972
952	39.19015581
953	39.15798179
954	39.10123746
955	39.0449546
956	39.01356256
957	38.9599334
958	38.94127095
959	38.92589054
960	38.91755073
961	38.88571387
962	38.84786023
963	38.80494905
964	38.76045126
965	38.7505559
966	38.73656558
967	38.68739509
968	38.65807291
969	38.65215417
970	38.63137487
971	38.60484569
972	38.5971036
973	38.59026923
974	38.57053688
975	38.56734393
976	38.56169688
977	38.53899909
978	38.52042127
979	38.50735836
980	38.49467954
981	38.48663497
982	38.457811
983	38.40142204
984	38.34437661
985	38.33510229
986	38.32980785
987	38.32774417
988	38.31983484
989	38.27509883
990	38.22239267
991	38.18329551
992	38.16972121
993	38.15637189
994	38.14402924
995	38.12914913
996	38.10232168
997	38.0847156
998	38.03524363
999	37.99976623
